RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
*,*,sd***,"[412, 850]",Germany,Female,43,10,119691.19,3,0,0,88138.065,1,1,1,PLATINUM,641
*,*,sd***,"[437, 850]",Germany,Male,40,5,115786.555,2,1,1,86361.97,0,0,4,DIAMOND,615
*,*,sd***,"[437, 850]",Spain,Male,33,9,754.52,1,1,0,83403.26,0,0,5,PLATINUM,595
*,*,sd***,"[406, 850]",France,Female,40,5,94740.16,1,0,1,87675.62,0,0,5,PLATINUM,596
*,*,sd***,"[426, 850]",France,Male,33,0,859.6,2,1,1,87276.19,0,0,3,SILVER,581
*,*,sd***,"[405, 850]",France,Female,39,8,109267.96,2,1,1,87271.72,0,0,3,DIAMOND,610
*,*,sd***,"[415, 850]",Germany,Female,45,3,119930.73,1,1,0,88349.54,0,0,3,GOLD,649
*,*,sd***,"[426, 850]",France,Male,33,7,859.6,2,1,0,87276.19,0,0,5,SILVER,581
*,*,sd***,"[423, 850]",France,Female,41,5,103015.46,2,1,0,86708.29,0,0,5,GOLD,623
*,*,sd***,"[433, 850]",Spain,Female,33,5,98306.6,2,1,1,94792.34,0,0,4,DIAMOND,609
*,*,sd***,"[414, 850]",Spain,Female,29,8,2296.815,1,1,0,93153.56,1,1,5,PLATINUM,603
*,*,sd***,"[427, 850]",Spain,Male,31,1,80686.935,2,0,0,85320.04000000001,0,0,2,GOLD,625
*,*,sd***,"[414, 850]",Spain,Female,29,1,2296.815,2,0,1,93153.56,0,0,1,PLATINUM,603
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,1,0,0,88528.75,1,1,3,DIAMOND,632
*,*,sd***,"[414, 850]",Spain,Female,29,1,2296.815,1,0,1,93153.56,0,0,3,PLATINUM,603
*,*,sd***,"[431, 850]",Spain,Male,33,0,82665.63500000001,1,0,0,87426.185,0,0,5,DIAMOND,594
*,*,sd***,"[437, 850]",Spain,Male,33,8,754.52,1,0,1,83403.26,0,0,1,PLATINUM,595
*,*,sd***,"[412, 850]",Germany,Female,43,5,119691.19,2,0,0,88138.065,0,0,3,PLATINUM,641
*,*,sd***,"[406, 850]",France,Female,40,4,94740.16,1,1,1,87675.62,0,0,4,PLATINUM,596
*,*,sd***,"[417, 850]",France,Female,40,9,84653.945,2,1,0,88612.06,0,0,5,SILVER,588
*,*,sd***,"[437, 850]",Spain,Male,33,8,754.52,1,1,1,83403.26,0,0,4,PLATINUM,595
*,*,sd***,"[409, 850]",Germany,Female,43,3,119681.4,1,1,0,88528.75,0,0,5,DIAMOND,632
*,*,sd***,"[437, 850]",Spain,Male,33,9,754.52,2,1,0,83403.26,0,0,3,PLATINUM,595
*,*,sd***,"[426, 850]",France,Male,33,8,859.6,2,1,1,87276.19,0,0,2,SILVER,581
*,*,sd***,"[437, 850]",Spain,Male,33,5,754.52,1,0,0,83403.26,1,1,4,PLATINUM,595
*,*,sd***,"[426, 850]",France,Male,33,8,859.6,2,0,0,87276.19,0,0,3,SILVER,581
*,*,sd***,"[414, 850]",Spain,Female,29,1,2296.815,2,1,1,93153.56,0,0,3,PLATINUM,603
*,*,sd***,"[405, 850]",France,Female,39,10,109267.96,1,1,0,87271.72,1,1,5,DIAMOND,610
*,*,sd***,"[406, 850]",France,Female,40,9,94740.16,2,1,1,87675.62,0,0,3,PLATINUM,596
*,*,sd***,"[414, 850]",Spain,Female,29,3,2296.815,2,1,0,93153.56,0,0,4,PLATINUM,603
*,*,sd***,"[405, 850]",France,Female,39,8,109267.96,4,1,0,87271.72,1,1,3,DIAMOND,610
*,*,sd***,"[412, 850]",Germany,Female,43,5,119691.19,2,1,0,88138.065,0,0,2,PLATINUM,641
*,*,sd***,"[437, 850]",Spain,Male,33,5,754.52,1,0,0,83403.26,0,0,2,PLATINUM,595
*,*,sd***,"[426, 850]",France,Male,33,5,859.6,2,1,1,87276.19,0,0,2,SILVER,581
*,*,sd***,"[431, 850]",Spain,Male,33,8,82665.63500000001,1,0,0,87426.185,0,0,5,DIAMOND,594
*,*,sd***,"[426, 850]",France,Male,33,5,859.6,2,1,0,87276.19,0,0,3,SILVER,581
*,*,sd***,"[412, 850]",Germany,Female,43,5,119691.19,1,0,0,88138.065,1,1,4,PLATINUM,641
*,*,sd***,"[415, 850]",Germany,Female,45,6,119930.73,3,1,0,88349.54,1,1,4,GOLD,649
*,*,sd***,"[406, 850]",France,Female,40,9,94740.16,2,1,1,87675.62,0,0,1,PLATINUM,596
*,*,sd***,"[426, 850]",France,Male,33,6,859.6,2,1,0,87276.19,0,0,2,SILVER,581
*,*,sd***,"[437, 850]",Spain,Male,33,5,754.52,2,0,0,83403.26,0,0,5,PLATINUM,595
*,*,sd***,"[451, 850]",France,Male,33,5,95994.765,2,1,1,78539.65,0,1,2,GOLD,613
*,*,sd***,"[417, 850]",France,Female,40,7,84653.945,1,0,1,88612.06,0,0,4,SILVER,588
*,*,sd***,"[417, 850]",France,Female,40,8,84653.945,2,1,0,88612.06,0,0,4,SILVER,588
*,*,sd***,"[427, 850]",Spain,Male,31,2,80686.935,2,1,0,85320.04000000001,1,0,3,GOLD,625
*,*,sd***,"[437, 850]",Spain,Male,33,3,754.52,2,1,1,83403.26,0,0,2,PLATINUM,595
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,1,1,1,88528.75,0,0,1,DIAMOND,632
*,*,sd***,"[427, 850]",Spain,Male,31,5,80686.935,2,1,0,85320.04000000001,0,0,4,GOLD,625
*,*,sd***,"[433, 850]",Spain,Female,33,7,98306.6,2,1,0,94792.34,0,0,1,DIAMOND,609
*,*,sd***,"[414, 850]",Spain,Female,29,1,2296.815,2,1,0,93153.56,0,0,1,PLATINUM,603
*,*,sd***,"[441, 850]",Germany,Female,49,8,116113.54,1,0,0,91793.11,1,1,4,SILVER,590
*,*,sd***,"[409, 850]",Germany,Female,43,6,119681.4,2,0,1,88528.75,1,1,1,DIAMOND,632
*,*,sd***,"[415, 850]",Spain,Female,31,4,843.7850000000001,2,1,0,92442.485,1,1,5,SILVER,591
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,1,1,1,88528.75,1,1,2,DIAMOND,632
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,2,0,0,88528.75,0,0,3,DIAMOND,632
*,*,sd***,"[442, 850]",Germany,Male,33,8,115203.38500000001,2,1,1,77580.515,0,0,1,GOLD,632
*,*,sd***,"[431, 850]",Spain,Male,33,6,82665.63500000001,2,1,1,87426.185,0,0,3,DIAMOND,594
*,*,sd***,"[431, 850]",Spain,Male,33,7,82665.63500000001,3,0,1,87426.185,1,1,3,DIAMOND,594
*,*,sd***,"[406, 850]",France,Female,40,5,94740.16,1,0,0,87675.62,1,1,5,PLATINUM,596
*,*,sd***,"[456, 850]",Spain,Male,33,6,564.6700000000001,2,0,1,86383.88500000001,0,0,1,SILVER,569
*,*,sd***,"[412, 850]",Germany,Female,43,1,119691.19,1,0,1,88138.065,1,1,5,PLATINUM,641
*,*,sd***,"[423, 850]",France,Female,41,8,103015.46,1,0,1,86708.29,1,1,1,GOLD,623
*,*,sd***,"[414, 850]",Spain,Female,29,9,2296.815,2,0,0,93153.56,0,0,5,PLATINUM,603
*,*,sd***,"[417, 850]",France,Female,40,5,84653.945,3,0,1,88612.06,1,1,3,SILVER,588
*,*,sd***,"[417, 850]",France,Male,39,2,1054.92,3,1,1,81987.91500000001,1,1,3,PLATINUM,616
*,*,sd***,"[451, 850]",France,Male,33,9,95994.765,2,0,0,78539.65,0,0,2,GOLD,613
*,*,sd***,"[437, 850]",Spain,Male,33,1,754.52,2,1,0,83403.26,0,0,4,PLATINUM,595
*,*,sd***,"[412, 850]",Germany,Female,43,4,119691.19,1,1,1,88138.065,0,0,1,PLATINUM,641
*,*,sd***,"[406, 850]",France,Female,40,6,94740.16,1,1,0,87675.62,1,1,3,PLATINUM,596
*,*,sd***,"[433, 850]",Spain,Female,33,9,98306.6,1,0,0,94792.34,1,1,4,DIAMOND,609
*,*,sd***,"[409, 850]",Germany,Female,43,7,119681.4,2,0,0,88528.75,1,1,4,DIAMOND,632
*,*,sd***,"[418, 850]",France,Male,40,6,103436.16500000001,2,1,1,80187.465,0,0,4,DIAMOND,612
*,*,sd***,"[427, 850]",Spain,Male,31,3,80686.935,2,0,0,85320.04000000001,0,0,1,GOLD,625
*,*,sd***,"[431, 850]",Spain,Male,33,8,82665.63500000001,3,0,0,87426.185,1,1,1,DIAMOND,594
*,*,sd***,"[423, 850]",France,Female,41,5,103015.46,1,1,0,86708.29,1,1,4,GOLD,623
*,*,sd***,"[406, 850]",France,Female,40,8,94740.16,3,0,0,87675.62,1,1,4,PLATINUM,596
*,*,sd***,"[431, 850]",Spain,Male,33,9,82665.63500000001,1,0,1,87426.185,0,0,2,DIAMOND,594
*,*,sd***,"[433, 850]",Spain,Female,33,6,98306.6,1,0,0,94792.34,0,0,5,DIAMOND,609
*,*,sd***,"[437, 850]",Germany,Male,40,4,115786.555,1,1,0,86361.97,1,1,2,DIAMOND,615
*,*,sd***,"[417, 850]",France,Female,40,2,84653.945,2,1,1,88612.06,0,0,3,SILVER,588
*,*,sd***,"[446, 850]",Germany,Male,32,5,112633.95000000001,1,0,0,90168.265,0,0,1,SILVER,603
*,*,sd***,"[412, 850]",Germany,Female,43,6,119691.19,3,1,0,88138.065,1,1,4,PLATINUM,641
*,*,sd***,"[409, 850]",Germany,Female,43,5,119681.4,2,0,0,88528.75,0,0,3,DIAMOND,632
*,*,sd***,"[451, 850]",France,Male,33,0,95994.765,2,1,0,78539.65,0,0,2,GOLD,613
*,*,sd***,"[426, 850]",France,Male,33,6,859.6,2,1,0,87276.19,1,1,2,SILVER,581
*,*,sd***,"[422, 850]",Spain,Female,31,6,97533.035,2,0,1,92829.83,0,0,3,GOLD,632
*,*,sd***,"[422, 850]",Spain,Female,31,1,97533.035,1,1,1,92829.83,0,0,5,GOLD,632
*,*,sd***,"[431, 850]",Spain,Male,33,4,82665.63500000001,2,1,1,87426.185,0,0,1,DIAMOND,594
*,*,sd***,"[414, 850]",Spain,Female,29,9,2296.815,3,0,1,93153.56,1,1,4,PLATINUM,603
*,*,sd***,"[406, 850]",France,Female,40,1,94740.16,1,1,1,87675.62,0,0,1,PLATINUM,596
*,*,sd***,"[422, 850]",Spain,Female,31,5,97533.035,2,1,1,92829.83,0,0,4,GOLD,632
*,*,sd***,"[417, 850]",France,Male,39,8,1054.92,1,0,0,81987.91500000001,0,0,3,PLATINUM,616
*,*,sd***,"[451, 850]",France,Male,33,5,95994.765,2,1,1,78539.65,0,0,4,GOLD,613
*,*,sd***,"[446, 850]",Germany,Male,32,5,112633.95000000001,1,0,1,90168.265,0,0,4,SILVER,603
*,*,sd***,"[415, 850]",Germany,Female,45,5,119930.73,2,0,1,88349.54,0,0,2,GOLD,649
*,*,sd***,"[427, 850]",Spain,Male,31,5,80686.935,2,1,1,85320.04000000001,0,0,2,GOLD,625
*,*,sd***,"[426, 850]",France,Male,33,8,859.6,2,1,1,87276.19,0,0,2,SILVER,581
*,*,sd***,"[437, 850]",Spain,Male,33,3,754.52,1,1,0,83403.26,0,0,1,PLATINUM,595
*,*,sd***,"[409, 850]",Germany,Female,43,3,119681.4,2,1,0,88528.75,0,0,1,DIAMOND,632
*,*,sd***,"[409, 850]",Germany,Female,43,5,119681.4,1,0,0,88528.75,1,1,4,DIAMOND,632
*,*,sd***,"[405, 850]",France,Female,39,7,109267.96,1,0,1,87271.72,0,0,2,DIAMOND,610
*,*,sd***,"[418, 850]",France,Male,40,5,103436.16500000001,2,0,0,80187.465,0,0,3,DIAMOND,612
*,*,sd***,"[431, 850]",Spain,Male,33,1,82665.63500000001,2,1,0,87426.185,0,0,3,DIAMOND,594
*,*,sd***,"[405, 850]",France,Female,39,7,109267.96,2,1,1,87271.72,0,0,5,DIAMOND,610
*,*,sd***,"[433, 850]",Spain,Female,33,8,98306.6,2,1,0,94792.34,0,0,3,DIAMOND,609
*,*,sd***,"[414, 850]",Spain,Female,29,8,2296.815,2,0,1,93153.56,0,0,4,PLATINUM,603
*,*,sd***,"[409, 850]",Germany,Female,43,7,119681.4,1,1,0,88528.75,0,0,3,DIAMOND,632
*,*,sd***,"[414, 850]",Spain,Female,29,10,2296.815,2,0,1,93153.56,1,1,2,PLATINUM,603
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,1,0,0,88528.75,0,0,4,DIAMOND,632
*,*,sd***,"[406, 850]",France,Female,40,6,94740.16,1,1,0,87675.62,0,0,2,PLATINUM,596
*,*,sd***,"[415, 850]",Germany,Female,45,7,119930.73,1,0,0,88349.54,1,1,4,GOLD,649
*,*,sd***,"[406, 850]",France,Female,40,3,94740.16,1,1,1,87675.62,1,1,3,PLATINUM,596
*,*,sd***,"[456, 850]",Spain,Male,33,9,564.6700000000001,2,0,0,86383.88500000001,0,0,4,SILVER,569
*,*,sd***,"[417, 850]",France,Female,40,3,84653.945,1,0,0,88612.06,0,0,4,SILVER,588
*,*,sd***,"[428, 850]",Germany,Male,37,9,114741.56,2,1,0,82899.805,0,0,1,PLATINUM,618
*,*,sd***,"[412, 850]",Germany,Female,43,2,119691.19,2,0,0,88138.065,0,0,5,PLATINUM,641
*,*,sd***,"[415, 850]",Spain,Female,31,5,843.7850000000001,2,1,0,92442.485,0,0,5,SILVER,591
*,*,sd***,"[437, 850]",Spain,Male,33,5,754.52,1,0,0,83403.26,0,0,1,PLATINUM,595
*,*,sd***,"[414, 850]",Spain,Female,29,3,2296.815,1,0,0,93153.56,0,0,2,PLATINUM,603
*,*,sd***,"[418, 850]",France,Male,40,4,103436.16500000001,2,1,0,80187.465,1,1,3,DIAMOND,612
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,3,0,0,88528.75,1,1,3,DIAMOND,632
*,*,sd***,"[412, 850]",Germany,Female,43,9,119691.19,3,0,0,88138.065,1,1,4,PLATINUM,641
*,*,sd***,"[418, 850]",France,Male,40,8,103436.16500000001,1,0,0,80187.465,0,0,1,DIAMOND,612
*,*,sd***,"[415, 850]",Spain,Female,31,7,843.7850000000001,1,0,1,92442.485,0,0,3,SILVER,591
*,*,sd***,"[406, 850]",France,Female,40,2,94740.16,2,1,1,87675.62,0,0,4,PLATINUM,596
*,*,sd***,"[417, 850]",France,Female,40,7,84653.945,1,0,1,88612.06,1,1,2,SILVER,588
*,*,sd***,"[406, 850]",France,Female,40,4,94740.16,1,0,0,87675.62,0,0,4,PLATINUM,596
*,*,sd***,"[406, 850]",France,Female,40,5,94740.16,3,0,0,87675.62,1,1,4,PLATINUM,596
*,*,sd***,"[405, 850]",France,Female,39,4,109267.96,2,1,0,87271.72,0,0,1,DIAMOND,610
*,*,sd***,"[412, 850]",Germany,Female,43,5,119691.19,2,1,0,88138.065,1,1,3,PLATINUM,641
*,*,sd***,"[418, 850]",France,Male,40,6,103436.16500000001,2,0,1,80187.465,1,1,5,DIAMOND,612
*,*,sd***,"[437, 850]",Germany,Male,40,8,115786.555,1,1,0,86361.97,1,1,5,DIAMOND,615
*,*,sd***,"[415, 850]",Germany,Female,45,6,119930.73,3,1,1,88349.54,1,1,4,GOLD,649
*,*,sd***,"[441, 850]",Germany,Female,49,10,116113.54,1,1,0,91793.11,1,1,3,SILVER,590
*,*,sd***,"[415, 850]",Spain,Female,31,3,843.7850000000001,1,0,1,92442.485,0,0,3,SILVER,591
*,*,sd***,"[405, 850]",France,Female,39,5,109267.96,4,1,0,87271.72,1,1,1,DIAMOND,610
*,*,sd***,"[423, 850]",France,Female,41,8,103015.46,2,0,0,86708.29,1,1,2,GOLD,623
*,*,sd***,"[412, 850]",Germany,Female,43,8,119691.19,2,0,1,88138.065,0,0,5,PLATINUM,641
*,*,sd***,"[426, 850]",France,Male,33,6,859.6,4,0,0,87276.19,1,1,3,SILVER,581
*,*,sd***,"[442, 850]",Germany,Male,33,8,115203.38500000001,1,1,1,77580.515,0,0,4,GOLD,632
*,*,sd***,"[406, 850]",France,Female,40,9,94740.16,2,1,1,87675.62,1,1,4,PLATINUM,596
*,*,sd***,"[423, 850]",France,Female,41,8,103015.46,2,0,0,86708.29,0,0,2,GOLD,623
*,*,sd***,"[406, 850]",France,Female,40,9,94740.16,1,1,1,87675.62,0,0,5,PLATINUM,596
*,*,sd***,"[418, 850]",France,Male,40,8,103436.16500000001,3,0,0,80187.465,1,1,3,DIAMOND,612
*,*,sd***,"[426, 850]",France,Male,33,6,859.6,4,1,0,87276.19,1,1,4,SILVER,581
*,*,sd***,"[442, 850]",Germany,Male,33,8,115203.38500000001,2,0,1,77580.515,1,1,3,GOLD,632
*,*,sd***,"[414, 850]",Spain,Female,29,2,2296.815,2,1,0,93153.56,0,0,4,PLATINUM,603
*,*,sd***,"[431, 850]",Spain,Male,33,1,82665.63500000001,1,0,0,87426.185,0,0,3,DIAMOND,594
*,*,sd***,"[441, 850]",Germany,Female,49,8,116113.54,1,0,0,91793.11,0,0,1,SILVER,590
*,*,sd***,"[437, 850]",Spain,Male,33,9,754.52,2,0,1,83403.26,0,0,3,PLATINUM,595
*,*,sd***,"[405, 850]",France,Female,39,9,109267.96,4,0,0,87271.72,1,1,5,DIAMOND,610
*,*,sd***,"[426, 850]",France,Male,33,9,859.6,2,0,1,87276.19,0,0,2,SILVER,581
*,*,sd***,"[415, 850]",Spain,Female,31,3,843.7850000000001,2,0,1,92442.485,0,0,4,SILVER,591
*,*,sd***,"[417, 850]",France,Female,40,8,84653.945,2,0,1,88612.06,0,0,1,SILVER,588
*,*,sd***,"[422, 850]",Spain,Female,31,5,97533.035,1,1,1,92829.83,0,0,5,GOLD,632
*,*,sd***,"[441, 850]",Germany,Female,49,4,116113.54,1,1,1,91793.11,0,0,3,SILVER,590
*,*,sd***,"[414, 850]",Spain,Female,29,8,2296.815,2,0,0,93153.56,0,0,2,PLATINUM,603
*,*,sd***,"[442, 850]",Germany,Male,33,5,115203.38500000001,1,1,1,77580.515,1,1,4,GOLD,632
*,*,sd***,"[433, 850]",Spain,Female,33,8,98306.6,2,1,1,94792.34,0,0,5,DIAMOND,609
*,*,sd***,"[418, 850]",France,Male,40,9,103436.16500000001,2,1,0,80187.465,0,0,5,DIAMOND,612
*,*,sd***,"[415, 850]",Spain,Female,31,3,843.7850000000001,2,0,0,92442.485,0,0,5,SILVER,591
*,*,sd***,"[406, 850]",France,Female,40,1,94740.16,1,0,0,87675.62,0,1,2,PLATINUM,596
*,*,sd***,"[415, 850]",Spain,Female,31,8,843.7850000000001,3,1,0,92442.485,1,1,4,SILVER,591
*,*,sd***,"[412, 850]",Germany,Female,43,10,119691.19,1,0,0,88138.065,1,1,1,PLATINUM,641
*,*,sd***,"[414, 850]",Spain,Female,29,9,2296.815,2,0,0,93153.56,0,0,3,PLATINUM,603
*,*,sd***,"[428, 850]",Germany,Male,37,9,114741.56,1,1,1,82899.805,1,1,2,PLATINUM,618
*,*,sd***,"[433, 850]",Spain,Female,33,8,98306.6,2,0,1,94792.34,0,0,5,DIAMOND,609
*,*,sd***,"[414, 850]",Spain,Female,29,9,2296.815,1,1,0,93153.56,0,0,5,PLATINUM,603
*,*,sd***,"[442, 850]",Germany,Male,33,1,115203.38500000001,2,1,0,77580.515,0,0,3,GOLD,632
*,*,sd***,"[405, 850]",France,Female,39,8,109267.96,1,1,1,87271.72,1,1,3,DIAMOND,610
*,*,sd***,"[427, 850]",Spain,Male,31,1,80686.935,2,1,0,85320.04000000001,0,0,1,GOLD,625
*,*,sd***,"[414, 850]",Spain,Female,29,3,2296.815,2,0,1,93153.56,1,1,3,PLATINUM,603
*,*,sd***,"[405, 850]",France,Female,39,6,109267.96,1,0,1,87271.72,0,0,4,DIAMOND,610
*,*,sd***,"[433, 850]",Spain,Female,33,9,98306.6,2,1,0,94792.34,0,0,3,DIAMOND,609
*,*,sd***,"[415, 850]",Spain,Female,31,3,843.7850000000001,2,1,0,92442.485,0,0,1,SILVER,591
*,*,sd***,"[409, 850]",Germany,Female,43,5,119681.4,2,0,0,88528.75,0,0,3,DIAMOND,632
*,*,sd***,"[412, 850]",Germany,Female,43,8,119691.19,2,0,0,88138.065,1,1,3,PLATINUM,641
*,*,sd***,"[418, 850]",France,Male,40,4,103436.16500000001,1,0,0,80187.465,0,0,5,DIAMOND,612
*,*,sd***,"[441, 850]",Germany,Female,49,1,116113.54,3,0,1,91793.11,1,1,3,SILVER,590
*,*,sd***,"[417, 850]",France,Male,39,1,1054.92,1,0,0,81987.91500000001,1,1,4,PLATINUM,616
*,*,sd***,"[437, 850]",Spain,Male,33,5,754.52,1,1,0,83403.26,1,1,5,PLATINUM,595
*,*,sd***,"[406, 850]",France,Female,40,2,94740.16,2,0,1,87675.62,0,0,5,PLATINUM,596
*,*,sd***,"[409, 850]",Germany,Female,43,8,119681.4,4,1,0,88528.75,1,1,3,DIAMOND,632
