RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
*,*,sd***,"[486, 809]",Spain,Male,28,9,1113.565,1,1,0,73475.4,0,0,5,PLATINUM,512
*,*,sd***,"[461, 850]",France,Female,36,5,105813.82,1,0,1,110363.03,0,0,5,PLATINUM,585
*,*,sd***,"[476, 831]",France,Male,33,0,439.455,2,1,1,80923.855,0,0,3,SILVER,513
*,*,sd***,"[449, 804]",France,Female,55,8,111117.35,2,1,1,71094.36,0,0,3,DIAMOND,679
*,*,sd***,"[522, 760]",Germany,Female,53,3,117209.81,1,1,0,132692.46,0,0,3,GOLD,754
*,*,sd***,"[476, 831]",France,Male,33,7,439.455,2,1,0,80923.855,0,0,5,SILVER,513
*,*,sd***,"[519, 841]",France,Female,32,5,95171.55,2,1,0,108845.77,0,0,5,GOLD,618
*,*,sd***,"[515, 832]",Spain,Female,40,5,45480.86,2,1,1,87204.29000000001,0,0,4,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,8,748.25,1,1,0,77513.88,1,1,5,PLATINUM,603
*,*,sd***,"[500, 821]",Spain,Male,25,1,1029.575,2,0,0,91972.035,0,0,2,GOLD,632
*,*,sd***,"[489, 802]",Spain,Female,38,1,748.25,2,0,1,77513.88,0,0,1,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,1,0,0,99643.1,1,1,3,DIAMOND,594
*,*,sd***,"[489, 802]",Spain,Female,38,1,748.25,1,0,1,77513.88,0,0,3,PLATINUM,603
*,*,sd***,"[476, 838]",Spain,Male,29,0,1748.24,1,0,0,64211.97,0,0,5,DIAMOND,559
*,*,sd***,"[486, 809]",Spain,Male,28,8,1113.565,1,0,1,73475.4,0,0,1,PLATINUM,512
*,*,sd***,"[456, 817]",Germany,Female,44,5,125077.24,2,0,0,107661.64,0,0,3,PLATINUM,686
*,*,sd***,"[461, 850]",France,Female,36,4,105813.82,1,1,1,110363.03,0,0,4,PLATINUM,585
*,*,sd***,"[469, 849]",France,Female,41,9,676.335,2,1,0,96864.255,0,0,5,SILVER,561
*,*,sd***,"[486, 809]",Spain,Male,28,8,1113.565,1,1,1,73475.4,0,0,4,PLATINUM,512
*,*,sd***,"[496, 818]",Germany,Female,51,3,124587.475,1,1,0,99643.1,0,0,5,DIAMOND,594
*,*,sd***,"[486, 809]",Spain,Male,28,9,1113.565,2,1,0,73475.4,0,0,3,PLATINUM,512
*,*,sd***,"[476, 831]",France,Male,33,8,439.455,2,1,1,80923.855,0,0,2,SILVER,513
*,*,sd***,"[486, 809]",Spain,Male,28,5,1113.565,1,0,0,73475.4,1,1,4,PLATINUM,512
*,*,sd***,"[476, 831]",France,Male,33,8,439.455,2,0,0,80923.855,0,0,3,SILVER,513
*,*,sd***,"[489, 802]",Spain,Female,38,1,748.25,2,1,1,77513.88,0,0,3,PLATINUM,603
*,*,sd***,"[449, 804]",France,Female,55,10,111117.35,1,1,0,71094.36,1,1,5,DIAMOND,679
*,*,sd***,"[461, 850]",France,Female,36,9,105813.82,2,1,1,110363.03,0,0,3,PLATINUM,585
*,*,sd***,"[489, 802]",Spain,Female,38,3,748.25,2,1,0,77513.88,0,0,4,PLATINUM,603
*,*,sd***,"[449, 804]",France,Female,55,8,111117.35,4,1,0,71094.36,1,1,3,DIAMOND,679
*,*,sd***,"[456, 817]",Germany,Female,44,5,125077.24,2,1,0,107661.64,0,0,2,PLATINUM,686
*,*,sd***,"[486, 809]",Spain,Male,28,5,1113.565,1,0,0,73475.4,0,0,2,PLATINUM,512
*,*,sd***,"[476, 831]",France,Male,33,5,439.455,2,1,1,80923.855,0,0,2,SILVER,513
*,*,sd***,"[476, 838]",Spain,Male,29,8,1748.24,1,0,0,64211.97,0,0,5,DIAMOND,559
*,*,sd***,"[476, 831]",France,Male,33,5,439.455,2,1,0,80923.855,0,0,3,SILVER,513
*,*,sd***,"[456, 817]",Germany,Female,44,5,125077.24,1,0,0,107661.64,1,1,4,PLATINUM,686
*,*,sd***,"[522, 760]",Germany,Female,53,6,117209.81,3,1,0,132692.46,1,1,4,GOLD,754
*,*,sd***,"[461, 850]",France,Female,36,9,105813.82,2,1,1,110363.03,0,0,1,PLATINUM,585
*,*,sd***,"[476, 831]",France,Male,33,6,439.455,2,1,0,80923.855,0,0,2,SILVER,513
*,*,sd***,"[486, 809]",Spain,Male,28,5,1113.565,2,0,0,73475.4,0,0,5,PLATINUM,512
*,*,sd***,"[506, 791]",France,Male,52,5,96173.88500000001,2,1,1,72214.235,0,1,2,GOLD,673
*,*,sd***,"[469, 849]",France,Female,41,7,676.335,1,0,1,96864.255,0,0,4,SILVER,561
*,*,sd***,"[469, 849]",France,Female,41,8,676.335,2,1,0,96864.255,0,0,4,SILVER,561
*,*,sd***,"[500, 821]",Spain,Male,25,2,1029.575,2,1,0,91972.035,1,0,3,GOLD,632
*,*,sd***,"[486, 809]",Spain,Male,28,3,1113.565,2,1,1,73475.4,0,0,2,PLATINUM,512
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,1,1,1,99643.1,0,0,1,DIAMOND,594
*,*,sd***,"[500, 821]",Spain,Male,25,5,1029.575,2,1,0,91972.035,0,0,4,GOLD,632
*,*,sd***,"[515, 832]",Spain,Female,40,7,45480.86,2,1,0,87204.29000000001,0,0,1,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,1,748.25,2,1,0,77513.88,0,0,1,PLATINUM,603
*,*,sd***,"[540, 791]",Germany,Female,39,8,116508.17,1,0,0,131467.9,1,1,4,SILVER,647
*,*,sd***,"[496, 818]",Germany,Female,51,6,124587.475,2,0,1,99643.1,1,1,1,DIAMOND,594
*,*,sd***,"[530, 801]",Spain,Female,34,4,330.15500000000003,2,1,0,88009.45499999999,1,1,5,SILVER,493
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,1,1,1,99643.1,1,1,2,DIAMOND,594
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,2,0,0,99643.1,0,0,3,DIAMOND,594
*,*,sd***,"[524, 730]",Germany,Male,52,8,118877.23,2,1,1,67006.54,0,0,1,GOLD,406
*,*,sd***,"[476, 838]",Spain,Male,29,6,1748.24,2,1,1,64211.97,0,0,3,DIAMOND,559
*,*,sd***,"[476, 838]",Spain,Male,29,7,1748.24,3,0,1,64211.97,1,1,3,DIAMOND,559
*,*,sd***,"[461, 850]",France,Female,36,5,105813.82,1,0,0,110363.03,1,1,5,PLATINUM,585
*,*,sd***,"[536, 808]",Spain,Male,30,6,0.0,2,0,1,69164.22,0,0,1,SILVER,618
*,*,sd***,"[456, 817]",Germany,Female,44,1,125077.24,1,0,1,107661.64,1,1,5,PLATINUM,686
*,*,sd***,"[519, 841]",France,Female,32,8,95171.55,1,0,1,108845.77,1,1,1,GOLD,618
*,*,sd***,"[489, 802]",Spain,Female,38,9,748.25,2,0,0,77513.88,0,0,5,PLATINUM,603
*,*,sd***,"[469, 849]",France,Female,41,5,676.335,3,0,1,96864.255,1,1,3,SILVER,561
*,*,sd***,"[508, 850]",France,Male,37,2,799.9,3,1,1,71993.92,1,1,3,PLATINUM,576
*,*,sd***,"[506, 791]",France,Male,52,9,96173.88500000001,2,0,0,72214.235,0,0,2,GOLD,673
*,*,sd***,"[486, 809]",Spain,Male,28,1,1113.565,2,1,0,73475.4,0,0,4,PLATINUM,512
*,*,sd***,"[456, 817]",Germany,Female,44,4,125077.24,1,1,1,107661.64,0,0,1,PLATINUM,686
*,*,sd***,"[461, 850]",France,Female,36,6,105813.82,1,1,0,110363.03,1,1,3,PLATINUM,585
*,*,sd***,"[515, 832]",Spain,Female,40,9,45480.86,1,0,0,87204.29000000001,1,1,4,DIAMOND,663
*,*,sd***,"[496, 818]",Germany,Female,51,7,124587.475,2,0,0,99643.1,1,1,4,DIAMOND,594
*,*,sd***,"[468, 717]",France,Male,46,6,102885.755,2,1,1,58280.03,0,0,4,DIAMOND,580
*,*,sd***,"[500, 821]",Spain,Male,25,3,1029.575,2,0,0,91972.035,0,0,1,GOLD,632
*,*,sd***,"[476, 838]",Spain,Male,29,8,1748.24,3,0,0,64211.97,1,1,1,DIAMOND,559
*,*,sd***,"[519, 841]",France,Female,32,5,95171.55,1,1,0,108845.77,1,1,4,GOLD,618
*,*,sd***,"[461, 850]",France,Female,36,8,105813.82,3,0,0,110363.03,1,1,4,PLATINUM,585
*,*,sd***,"[476, 838]",Spain,Male,29,9,1748.24,1,0,1,64211.97,0,0,2,DIAMOND,559
*,*,sd***,"[515, 832]",Spain,Female,40,6,45480.86,1,0,0,87204.29000000001,0,0,5,DIAMOND,663
*,*,sd***,"[516, 849]",Germany,Male,45,4,126602.125,1,1,0,41734.884999999995,1,1,2,DIAMOND,812
*,*,sd***,"[469, 849]",France,Female,41,2,676.335,2,1,1,96864.255,0,0,3,SILVER,561
*,*,sd***,"[563, 615]",Germany,Male,43,5,56350.380000000005,1,0,0,115931.255,0,0,1,SILVER,753
*,*,sd***,"[456, 817]",Germany,Female,44,6,125077.24,3,1,0,107661.64,1,1,4,PLATINUM,686
*,*,sd***,"[496, 818]",Germany,Female,51,5,124587.475,2,0,0,99643.1,0,0,3,DIAMOND,594
*,*,sd***,"[506, 791]",France,Male,52,0,96173.88500000001,2,1,0,72214.235,0,0,2,GOLD,673
*,*,sd***,"[476, 831]",France,Male,33,6,439.455,2,1,0,80923.855,1,1,2,SILVER,513
*,*,sd***,"[528, 801]",Spain,Female,35,6,41187.32,2,0,1,113614.34,0,0,3,GOLD,502
*,*,sd***,"[528, 801]",Spain,Female,35,1,41187.32,1,1,1,113614.34,0,0,5,GOLD,502
*,*,sd***,"[476, 838]",Spain,Male,29,4,1748.24,2,1,1,64211.97,0,0,1,DIAMOND,559
*,*,sd***,"[489, 802]",Spain,Female,38,9,748.25,3,0,1,77513.88,1,1,4,PLATINUM,603
*,*,sd***,"[461, 850]",France,Female,36,1,105813.82,1,1,1,110363.03,0,0,1,PLATINUM,585
*,*,sd***,"[528, 801]",Spain,Female,35,5,41187.32,2,1,1,113614.34,0,0,4,GOLD,502
*,*,sd***,"[508, 850]",France,Male,37,8,799.9,1,0,0,71993.92,0,0,3,PLATINUM,576
*,*,sd***,"[506, 791]",France,Male,52,5,96173.88500000001,2,1,1,72214.235,0,0,4,GOLD,673
*,*,sd***,"[563, 615]",Germany,Male,43,5,56350.380000000005,1,0,1,115931.255,0,0,4,SILVER,753
*,*,sd***,"[522, 760]",Germany,Female,53,5,117209.81,2,0,1,132692.46,0,0,2,GOLD,754
*,*,sd***,"[500, 821]",Spain,Male,25,5,1029.575,2,1,1,91972.035,0,0,2,GOLD,632
*,*,sd***,"[476, 831]",France,Male,33,8,439.455,2,1,1,80923.855,0,0,2,SILVER,513
*,*,sd***,"[486, 809]",Spain,Male,28,3,1113.565,1,1,0,73475.4,0,0,1,PLATINUM,512
*,*,sd***,"[496, 818]",Germany,Female,51,3,124587.475,2,1,0,99643.1,0,0,1,DIAMOND,594
*,*,sd***,"[496, 818]",Germany,Female,51,5,124587.475,1,0,0,99643.1,1,1,4,DIAMOND,594
*,*,sd***,"[449, 804]",France,Female,55,7,111117.35,1,0,1,71094.36,0,0,2,DIAMOND,679
*,*,sd***,"[468, 717]",France,Male,46,5,102885.755,2,0,0,58280.03,0,0,3,DIAMOND,580
*,*,sd***,"[476, 838]",Spain,Male,29,1,1748.24,2,1,0,64211.97,0,0,3,DIAMOND,559
*,*,sd***,"[449, 804]",France,Female,55,7,111117.35,2,1,1,71094.36,0,0,5,DIAMOND,679
*,*,sd***,"[515, 832]",Spain,Female,40,8,45480.86,2,1,0,87204.29000000001,0,0,3,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,8,748.25,2,0,1,77513.88,0,0,4,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,7,124587.475,1,1,0,99643.1,0,0,3,DIAMOND,594
*,*,sd***,"[489, 802]",Spain,Female,38,10,748.25,2,0,1,77513.88,1,1,2,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,1,0,0,99643.1,0,0,4,DIAMOND,594
*,*,sd***,"[461, 850]",France,Female,36,6,105813.82,1,1,0,110363.03,0,0,2,PLATINUM,585
*,*,sd***,"[522, 760]",Germany,Female,53,7,117209.81,1,0,0,132692.46,1,1,4,GOLD,754
*,*,sd***,"[461, 850]",France,Female,36,3,105813.82,1,1,1,110363.03,1,1,3,PLATINUM,585
*,*,sd***,"[536, 808]",Spain,Male,30,9,0.0,2,0,0,69164.22,0,0,4,SILVER,618
*,*,sd***,"[469, 849]",France,Female,41,3,676.335,1,0,0,96864.255,0,0,4,SILVER,561
*,*,sd***,"[516, 840]",Germany,Male,52,9,110893.025,2,1,0,93814.26999999999,0,0,1,PLATINUM,357
*,*,sd***,"[456, 817]",Germany,Female,44,2,125077.24,2,0,0,107661.64,0,0,5,PLATINUM,686
*,*,sd***,"[530, 801]",Spain,Female,34,5,330.15500000000003,2,1,0,88009.45499999999,0,0,5,SILVER,493
*,*,sd***,"[486, 809]",Spain,Male,28,5,1113.565,1,0,0,73475.4,0,0,1,PLATINUM,512
*,*,sd***,"[489, 802]",Spain,Female,38,3,748.25,1,0,0,77513.88,0,0,2,PLATINUM,603
*,*,sd***,"[468, 717]",France,Male,46,4,102885.755,2,1,0,58280.03,1,1,3,DIAMOND,580
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,3,0,0,99643.1,1,1,3,DIAMOND,594
*,*,sd***,"[456, 817]",Germany,Female,44,9,125077.24,3,0,0,107661.64,1,1,4,PLATINUM,686
*,*,sd***,"[468, 717]",France,Male,46,8,102885.755,1,0,0,58280.03,0,0,1,DIAMOND,580
*,*,sd***,"[530, 801]",Spain,Female,34,7,330.15500000000003,1,0,1,88009.45499999999,0,0,3,SILVER,493
*,*,sd***,"[461, 850]",France,Female,36,2,105813.82,2,1,1,110363.03,0,0,4,PLATINUM,585
*,*,sd***,"[469, 849]",France,Female,41,7,676.335,1,0,1,96864.255,1,1,2,SILVER,561
*,*,sd***,"[461, 850]",France,Female,36,4,105813.82,1,0,0,110363.03,0,0,4,PLATINUM,585
*,*,sd***,"[461, 850]",France,Female,36,5,105813.82,3,0,0,110363.03,1,1,4,PLATINUM,585
*,*,sd***,"[449, 804]",France,Female,55,4,111117.35,2,1,0,71094.36,0,0,1,DIAMOND,679
*,*,sd***,"[456, 817]",Germany,Female,44,5,125077.24,2,1,0,107661.64,1,1,3,PLATINUM,686
*,*,sd***,"[468, 717]",France,Male,46,6,102885.755,2,0,1,58280.03,1,1,5,DIAMOND,580
*,*,sd***,"[516, 849]",Germany,Male,45,8,126602.125,1,1,0,41734.884999999995,1,1,5,DIAMOND,812
*,*,sd***,"[522, 760]",Germany,Female,53,6,117209.81,3,1,1,132692.46,1,1,4,GOLD,754
*,*,sd***,"[540, 791]",Germany,Female,39,10,116508.17,1,1,0,131467.9,1,1,3,SILVER,647
*,*,sd***,"[530, 801]",Spain,Female,34,3,330.15500000000003,1,0,1,88009.45499999999,0,0,3,SILVER,493
*,*,sd***,"[449, 804]",France,Female,55,5,111117.35,4,1,0,71094.36,1,1,1,DIAMOND,679
*,*,sd***,"[519, 841]",France,Female,32,8,95171.55,2,0,0,108845.77,1,1,2,GOLD,618
*,*,sd***,"[456, 817]",Germany,Female,44,8,125077.24,2,0,1,107661.64,0,0,5,PLATINUM,686
*,*,sd***,"[476, 831]",France,Male,33,6,439.455,4,0,0,80923.855,1,1,3,SILVER,513
*,*,sd***,"[524, 730]",Germany,Male,52,8,118877.23,1,1,1,67006.54,0,0,4,GOLD,406
*,*,sd***,"[461, 850]",France,Female,36,9,105813.82,2,1,1,110363.03,1,1,4,PLATINUM,585
*,*,sd***,"[519, 841]",France,Female,32,8,95171.55,2,0,0,108845.77,0,0,2,GOLD,618
*,*,sd***,"[461, 850]",France,Female,36,9,105813.82,1,1,1,110363.03,0,0,5,PLATINUM,585
*,*,sd***,"[468, 717]",France,Male,46,8,102885.755,3,0,0,58280.03,1,1,3,DIAMOND,580
*,*,sd***,"[476, 831]",France,Male,33,6,439.455,4,1,0,80923.855,1,1,4,SILVER,513
*,*,sd***,"[524, 730]",Germany,Male,52,8,118877.23,2,0,1,67006.54,1,1,3,GOLD,406
*,*,sd***,"[489, 802]",Spain,Female,38,2,748.25,2,1,0,77513.88,0,0,4,PLATINUM,603
*,*,sd***,"[476, 838]",Spain,Male,29,1,1748.24,1,0,0,64211.97,0,0,3,DIAMOND,559
*,*,sd***,"[540, 791]",Germany,Female,39,8,116508.17,1,0,0,131467.9,0,0,1,SILVER,647
*,*,sd***,"[486, 809]",Spain,Male,28,9,1113.565,2,0,1,73475.4,0,0,3,PLATINUM,512
*,*,sd***,"[449, 804]",France,Female,55,9,111117.35,4,0,0,71094.36,1,1,5,DIAMOND,679
*,*,sd***,"[476, 831]",France,Male,33,9,439.455,2,0,1,80923.855,0,0,2,SILVER,513
*,*,sd***,"[530, 801]",Spain,Female,34,3,330.15500000000003,2,0,1,88009.45499999999,0,0,4,SILVER,493
*,*,sd***,"[469, 849]",France,Female,41,8,676.335,2,0,1,96864.255,0,0,1,SILVER,561
*,*,sd***,"[528, 801]",Spain,Female,35,5,41187.32,1,1,1,113614.34,0,0,5,GOLD,502
*,*,sd***,"[540, 791]",Germany,Female,39,4,116508.17,1,1,1,131467.9,0,0,3,SILVER,647
*,*,sd***,"[489, 802]",Spain,Female,38,8,748.25,2,0,0,77513.88,0,0,2,PLATINUM,603
*,*,sd***,"[524, 730]",Germany,Male,52,5,118877.23,1,1,1,67006.54,1,1,4,GOLD,406
*,*,sd***,"[515, 832]",Spain,Female,40,8,45480.86,2,1,1,87204.29000000001,0,0,5,DIAMOND,663
*,*,sd***,"[468, 717]",France,Male,46,9,102885.755,2,1,0,58280.03,0,0,5,DIAMOND,580
*,*,sd***,"[530, 801]",Spain,Female,34,3,330.15500000000003,2,0,0,88009.45499999999,0,0,5,SILVER,493
*,*,sd***,"[461, 850]",France,Female,36,1,105813.82,1,0,0,110363.03,0,1,2,PLATINUM,585
*,*,sd***,"[530, 801]",Spain,Female,34,8,330.15500000000003,3,1,0,88009.45499999999,1,1,4,SILVER,493
*,*,sd***,"[456, 817]",Germany,Female,44,10,125077.24,1,0,0,107661.64,1,1,1,PLATINUM,686
*,*,sd***,"[489, 802]",Spain,Female,38,9,748.25,2,0,0,77513.88,0,0,3,PLATINUM,603
*,*,sd***,"[516, 840]",Germany,Male,52,9,110893.025,1,1,1,93814.26999999999,1,1,2,PLATINUM,357
*,*,sd***,"[515, 832]",Spain,Female,40,8,45480.86,2,0,1,87204.29000000001,0,0,5,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,9,748.25,1,1,0,77513.88,0,0,5,PLATINUM,603
*,*,sd***,"[524, 730]",Germany,Male,52,1,118877.23,2,1,0,67006.54,0,0,3,GOLD,406
*,*,sd***,"[449, 804]",France,Female,55,8,111117.35,1,1,1,71094.36,1,1,3,DIAMOND,679
*,*,sd***,"[500, 821]",Spain,Male,25,1,1029.575,2,1,0,91972.035,0,0,1,GOLD,632
*,*,sd***,"[489, 802]",Spain,Female,38,3,748.25,2,0,1,77513.88,1,1,3,PLATINUM,603
*,*,sd***,"[449, 804]",France,Female,55,6,111117.35,1,0,1,71094.36,0,0,4,DIAMOND,679
*,*,sd***,"[515, 832]",Spain,Female,40,9,45480.86,2,1,0,87204.29000000001,0,0,3,DIAMOND,663
*,*,sd***,"[530, 801]",Spain,Female,34,3,330.15500000000003,2,1,0,88009.45499999999,0,0,1,SILVER,493
*,*,sd***,"[496, 818]",Germany,Female,51,5,124587.475,2,0,0,99643.1,0,0,3,DIAMOND,594
*,*,sd***,"[456, 817]",Germany,Female,44,8,125077.24,2,0,0,107661.64,1,1,3,PLATINUM,686
*,*,sd***,"[468, 717]",France,Male,46,4,102885.755,1,0,0,58280.03,0,0,5,DIAMOND,580
*,*,sd***,"[540, 791]",Germany,Female,39,1,116508.17,3,0,1,131467.9,1,1,3,SILVER,647
*,*,sd***,"[508, 850]",France,Male,37,1,799.9,1,0,0,71993.92,1,1,4,PLATINUM,576
*,*,sd***,"[486, 809]",Spain,Male,28,5,1113.565,1,1,0,73475.4,1,1,5,PLATINUM,512
*,*,sd***,"[461, 850]",France,Female,36,2,105813.82,2,0,1,110363.03,0,0,5,PLATINUM,585
*,*,sd***,"[496, 818]",Germany,Female,51,8,124587.475,4,1,0,99643.1,1,1,3,DIAMOND,594
