RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
*,*,sd***,"[489, 832]",Spain,Female,40,8,126055.28,1,0,1,131232.64,0,0,1,GOLD,451
*,*,sd***,"[489, 832]",Spain,Female,40,8,132710.18,1,0,0,46195.82,1,1,1,DIAMOND,683
*,*,sd***,"[456, 818]",Germany,Female,44,10,100686.49,1,0,0,166160.7,1,1,5,DIAMOND,641
*,*,sd***,"[456, 818]",Germany,Female,44,7,131597.5,2,0,0,113987.87,0,0,3,PLATINUM,1000
*,*,sd***,"[456, 818]",Germany,Female,44,6,146527.41,2,1,1,154763.97,0,0,5,SILVER,647
*,*,sd***,"[456, 818]",Germany,Female,44,8,146876.85,1,0,0,170463.48,1,1,3,DIAMOND,714
*,*,sd***,"[468, 850]",France,Male,30,3,88310.77,2,1,1,57128.51,0,0,2,GOLD,758
*,*,sd***,"[489, 832]",Spain,Female,40,10,97563.51,1,1,0,175412.1,0,0,3,DIAMOND,877
*,*,sd***,"[456, 818]",Germany,Female,44,4,101556.69,1,1,1,186742.69,1,1,3,GOLD,675
*,*,sd***,"[449, 850]",France,Female,41,8,1101.14,2,0,0,136974.04,0,0,2,GOLD,434
*,*,sd***,"[489, 832]",Spain,Female,40,5,0.0,1,1,0,99882.68,0,0,1,PLATINUM,395
*,*,sd***,"[456, 818]",Germany,Female,44,6,64415.4,3,0,0,141372.27,1,1,4,DIAMOND,287
*,*,sd***,"[449, 850]",France,Female,41,10,0.0,2,1,0,123676.15,0,0,4,PLATINUM,590
*,*,sd***,"[449, 850]",France,Female,41,2,611.47,2,1,0,60040.58,1,0,5,SILVER,316
*,*,sd***,"[456, 818]",Germany,Female,44,8,135061.89,1,1,1,85696.61,0,0,2,DIAMOND,576
*,*,sd***,"[456, 818]",Germany,Female,44,4,955.42,2,0,1,153294.32,0,0,2,DIAMOND,789
*,*,sd***,"[516, 849]",Germany,Male,52,7,127775.5,3,0,0,171758.62,1,1,4,DIAMOND,810
*,*,sd***,"[476, 838]",Spain,Male,28,9,0.0,2,1,0,160439.57,0,0,3,PLATINUM,946
*,*,sd***,"[489, 832]",Spain,Female,40,9,0.0,2,0,1,151314.68,0,0,3,GOLD,554
*,*,sd***,"[468, 850]",France,Male,30,4,0.0,2,1,1,53581.16,0,0,5,GOLD,882
*,*,sd***,"[456, 818]",Germany,Female,44,5,109859.8,1,1,0,107661.64,0,0,5,PLATINUM,275
*,*,sd***,"[489, 832]",Spain,Female,40,9,116968.2,2,1,0,149727.12,0,0,2,DIAMOND,783
*,*,sd***,"[456, 818]",Germany,Female,44,1,125077.24,1,1,1,98832.21,0,0,3,PLATINUM,1000
*,*,sd***,"[476, 838]",Spain,Male,28,5,190.34,2,1,0,62239.61,0,0,3,GOLD,416
*,*,sd***,"[489, 832]",Spain,Female,40,3,0.0,2,1,0,46700.63,0,0,2,SILVER,528
*,*,sd***,"[468, 850]",France,Male,30,3,0.0,1,0,0,54510.43,0,0,2,DIAMOND,386
*,*,sd***,"[456, 818]",Germany,Female,44,1,107763.42,1,1,0,185925.54,0,1,3,DIAMOND,595
*,*,sd***,"[476, 838]",Spain,Male,28,8,129316.46,2,0,1,74181.0,0,0,2,PLATINUM,498
*,*,sd***,"[456, 818]",Germany,Female,44,10,153991.95,2,1,0,148221.1,0,0,2,PLATINUM,378
*,*,sd***,"[476, 838]",Spain,Male,28,5,1460.29,2,1,1,37007.09,1,1,3,DIAMOND,844
*,*,sd***,"[468, 850]",France,Male,30,9,121747.56,2,0,0,152937.98,0,0,2,SILVER,394
*,*,sd***,"[449, 850]",France,Female,41,6,133384.45,1,0,1,153349.59,0,0,5,DIAMOND,337
*,*,sd***,"[468, 850]",France,Male,30,3,511.53,1,0,0,66024.89,1,1,4,PLATINUM,482
*,*,sd***,"[456, 818]",Germany,Female,44,10,140928.38,3,0,0,80015.01,1,1,1,PLATINUM,291
*,*,sd***,"[516, 849]",Germany,Male,52,5,151567.98,2,1,1,43140.22,0,0,4,DIAMOND,785
*,*,sd***,"[476, 838]",Spain,Male,28,9,124037.18,1,1,0,64319.23,0,0,5,PLATINUM,913
*,*,sd***,"[449, 850]",France,Female,41,5,123577.39,1,0,1,43189.9,0,0,5,PLATINUM,864
*,*,sd***,"[468, 850]",France,Male,30,0,989.46,2,1,1,151854.07,0,0,3,SILVER,399
*,*,sd***,"[449, 850]",France,Female,41,8,0.0,2,1,1,45861.5,0,0,3,DIAMOND,436
*,*,sd***,"[456, 818]",Germany,Female,44,3,117209.81,1,1,0,18993.68,0,0,3,GOLD,939
*,*,sd***,"[468, 850]",France,Male,30,7,346.14,2,1,0,33907.04,0,0,5,SILVER,709
*,*,sd***,"[449, 850]",France,Female,41,5,106131.98,2,1,0,186234.22,0,0,5,GOLD,419
*,*,sd***,"[489, 832]",Spain,Female,40,5,0.0,2,1,1,123023.25,0,0,4,DIAMOND,930
*,*,sd***,"[489, 832]",Spain,Female,40,8,144413.56,1,1,0,15056.98,1,1,5,PLATINUM,869
*,*,sd***,"[476, 838]",Spain,Male,28,1,0.0,2,0,0,53407.67,0,0,2,GOLD,274
*,*,sd***,"[489, 832]",Spain,Female,40,1,0.0,2,0,1,52897.91,0,0,1,PLATINUM,484
*,*,sd***,"[456, 818]",Germany,Female,44,8,124003.96,1,0,0,130002.06,1,1,3,DIAMOND,819
*,*,sd***,"[489, 832]",Spain,Female,40,1,108030.72,1,0,1,146623.65,0,0,3,PLATINUM,333
*,*,sd***,"[476, 838]",Spain,Male,28,0,120322.82,1,0,0,59566.93,0,0,5,DIAMOND,640
*,*,sd***,"[476, 838]",Spain,Male,28,8,136680.01,1,0,1,92645.48,0,0,1,PLATINUM,300
*,*,sd***,"[456, 818]",Germany,Female,44,5,123342.33,2,0,0,138857.53,0,0,3,PLATINUM,253
*,*,sd***,"[449, 850]",France,Female,41,4,150989.62,1,1,1,156614.6,0,0,4,PLATINUM,271
*,*,sd***,"[449, 850]",France,Female,41,9,266.43,2,1,0,26157.03,0,0,5,SILVER,205
*,*,sd***,"[476, 838]",Spain,Male,28,8,158428.46,1,1,1,28133.34,0,0,4,PLATINUM,914
*,*,sd***,"[456, 818]",Germany,Female,44,3,100578.36,1,1,0,67087.75,0,0,5,DIAMOND,830
*,*,sd***,"[476, 838]",Spain,Male,28,9,0.0,2,1,0,110234.41,0,0,3,PLATINUM,524
*,*,sd***,"[468, 850]",France,Male,30,8,0.0,2,1,1,158546.68,0,0,2,SILVER,434
*,*,sd***,"[476, 838]",Spain,Male,28,5,121415.24,1,0,0,54364.86,1,1,4,PLATINUM,706
*,*,sd***,"[468, 850]",France,Male,30,8,0.0,2,0,0,77795.43,0,0,3,SILVER,438
*,*,sd***,"[489, 832]",Spain,Female,40,1,295.73,2,1,1,55778.88,0,0,3,PLATINUM,263
*,*,sd***,"[449, 850]",France,Female,41,10,119960.6,1,1,0,126597.42,1,1,5,DIAMOND,825
*,*,sd***,"[449, 850]",France,Female,41,9,538.13,2,1,1,104095.31,0,0,3,PLATINUM,327
*,*,sd***,"[489, 832]",Spain,Female,40,3,0.0,2,1,0,30767.76,0,0,4,PLATINUM,879
*,*,sd***,"[449, 850]",France,Female,41,8,0.0,4,1,0,116533.09,1,1,3,DIAMOND,756
*,*,sd***,"[456, 818]",Germany,Female,44,5,0.0,2,1,0,135008.41,0,0,2,PLATINUM,582
*,*,sd***,"[476, 838]",Spain,Male,28,5,0.0,1,0,0,54083.23,0,0,2,PLATINUM,761
*,*,sd***,"[468, 850]",France,Male,30,5,532.77,2,1,1,72478.11,0,0,2,SILVER,538
*,*,sd***,"[476, 838]",Spain,Male,28,8,114326.13,1,0,0,64990.69,0,0,5,DIAMOND,478
*,*,sd***,"[468, 850]",France,Male,30,5,0.0,2,1,0,80972.67,0,0,3,SILVER,867
*,*,sd***,"[456, 818]",Germany,Female,44,5,119749.12,1,0,0,31293.26,1,1,4,PLATINUM,713
*,*,sd***,"[456, 818]",Germany,Female,44,6,121317.99,3,1,0,165430.03,1,1,4,GOLD,974
*,*,sd***,"[449, 850]",France,Female,41,9,120073.08,2,1,1,148531.08,0,0,1,PLATINUM,284
*,*,sd***,"[468, 850]",France,Male,30,6,0.0,2,1,0,72728.91,0,0,2,SILVER,765
*,*,sd***,"[476, 838]",Spain,Male,28,5,125989.23,2,0,0,66091.14,0,0,5,PLATINUM,275
*,*,sd***,"[468, 850]",France,Male,30,5,89299.97,2,1,1,28461.96,0,1,2,GOLD,841
*,*,sd***,"[449, 850]",France,Female,41,7,0.0,1,0,1,169240.44,0,0,4,SILVER,383
*,*,sd***,"[449, 850]",France,Female,41,8,0.0,2,1,0,108192.95,0,0,4,SILVER,509
*,*,sd***,"[476, 838]",Spain,Male,28,2,133645.8,2,1,0,126310.35,1,0,3,GOLD,843
*,*,sd***,"[476, 838]",Spain,Male,28,3,1226.71,2,1,1,127694.17,0,0,2,PLATINUM,283
*,*,sd***,"[456, 818]",Germany,Female,44,8,85821.37,1,1,1,190836.88,0,0,1,DIAMOND,402
*,*,sd***,"[476, 838]",Spain,Male,28,5,1252.58,2,1,0,44997.97,0,0,4,GOLD,783
*,*,sd***,"[489, 832]",Spain,Female,40,7,0.0,2,1,0,97585.65,0,0,1,DIAMOND,880
*,*,sd***,"[489, 832]",Spain,Female,40,1,85938.69,2,1,0,71599.45,0,0,1,PLATINUM,275
*,*,sd***,"[456, 818]",Germany,Female,44,8,109290.12,1,0,0,147696.72,1,1,4,SILVER,290
*,*,sd***,"[456, 818]",Germany,Female,44,6,140963.22,2,0,1,22062.46,1,1,1,DIAMOND,293
*,*,sd***,"[489, 832]",Spain,Female,40,4,2287.95,2,1,0,11349.1,1,1,5,SILVER,833
*,*,sd***,"[456, 818]",Germany,Female,44,8,107742.57,1,1,1,181576.47,1,1,2,DIAMOND,657
*,*,sd***,"[456, 818]",Germany,Female,44,8,0.0,2,0,0,147879.02,0,0,3,DIAMOND,690
*,*,sd***,"[516, 849]",Germany,Male,52,8,133368.51,2,1,1,156938.27,0,0,1,GOLD,406
*,*,sd***,"[476, 838]",Spain,Male,28,6,0.0,2,1,1,30021.75,0,0,3,DIAMOND,540
*,*,sd***,"[476, 838]",Spain,Male,28,7,0.0,3,0,1,48909.39,1,1,3,DIAMOND,940
*,*,sd***,"[449, 850]",France,Female,41,5,159554.81,1,0,0,30946.84,1,1,5,PLATINUM,377
*,*,sd***,"[476, 838]",Spain,Male,28,6,0.0,2,0,1,94989.01,0,0,1,SILVER,897
*,*,sd***,"[456, 818]",Germany,Female,44,1,127185.7,1,0,1,76052.73,1,1,5,PLATINUM,591
*,*,sd***,"[449, 850]",France,Female,41,8,86467.78,1,0,1,61372.91,1,1,1,GOLD,633
*,*,sd***,"[489, 832]",Spain,Female,40,9,0.0,2,0,0,115604.71,0,0,5,PLATINUM,854
*,*,sd***,"[449, 850]",France,Female,41,5,85902.89,3,0,1,104879.67,1,1,3,SILVER,481
*,*,sd***,"[468, 850]",France,Male,30,2,145130.53,3,1,1,116645.59,1,1,3,PLATINUM,313
*,*,sd***,"[468, 850]",France,Male,30,9,0.0,2,0,0,37906.58,0,0,2,GOLD,879
*,*,sd***,"[476, 838]",Spain,Male,28,1,103235.13,2,1,0,95259.56,0,0,4,PLATINUM,493
*,*,sd***,"[456, 818]",Germany,Female,44,4,127256.39,1,1,1,151188.7,0,0,1,PLATINUM,641
*,*,sd***,"[449, 850]",France,Female,41,6,105527.35,1,1,0,48346.87,1,1,3,PLATINUM,673
*,*,sd***,"[489, 832]",Spain,Female,40,9,103360.54,1,0,0,148951.49,1,1,4,DIAMOND,408
*,*,sd***,"[456, 818]",Germany,Female,44,7,153284.37,2,0,0,125688.51,1,1,4,DIAMOND,282
*,*,sd***,"[468, 850]",France,Male,30,6,146151.93,2,1,1,67469.75,0,0,4,DIAMOND,413
*,*,sd***,"[476, 838]",Spain,Male,28,3,0.0,2,0,0,84520.92,0,0,1,GOLD,326
*,*,sd***,"[476, 838]",Spain,Male,28,8,148127.32,3,0,0,134104.44,1,1,1,DIAMOND,419
*,*,sd***,"[449, 850]",France,Female,41,5,116541.12,1,1,0,87913.67,1,1,4,GOLD,305
*,*,sd***,"[449, 850]",France,Female,41,8,120555.09,3,0,0,126634.52,1,1,4,PLATINUM,881
*,*,sd***,"[476, 838]",Spain,Male,28,9,120902.81,1,0,1,170091.24,0,0,2,DIAMOND,709
*,*,sd***,"[489, 832]",Spain,Female,40,6,95233.23,1,0,0,57851.0,0,0,5,DIAMOND,678
*,*,sd***,"[516, 849]",Germany,Male,52,4,125617.19,1,1,0,34654.46,1,1,2,DIAMOND,988
*,*,sd***,"[449, 850]",France,Female,41,2,0.0,2,1,1,133671.93,0,0,3,SILVER,456
*,*,sd***,"[516, 849]",Germany,Male,52,5,112508.52,1,0,0,86742.13,0,0,1,SILVER,615
*,*,sd***,"[456, 818]",Germany,Female,44,6,179885.18,3,1,0,33454.21,1,1,4,PLATINUM,980
*,*,sd***,"[456, 818]",Germany,Female,44,5,132669.27,2,0,0,127253.51,0,0,3,DIAMOND,482
*,*,sd***,"[468, 850]",France,Male,30,0,120139.79,2,1,0,110689.74,0,0,2,GOLD,316
*,*,sd***,"[468, 850]",France,Male,30,6,0.0,2,1,0,100650.8,1,1,2,SILVER,611
*,*,sd***,"[489, 832]",Spain,Female,40,6,89845.1,2,0,1,56593.59,0,0,3,GOLD,483
*,*,sd***,"[489, 832]",Spain,Female,40,1,81269.21,1,1,1,135059.3,0,0,5,GOLD,903
*,*,sd***,"[476, 838]",Spain,Male,28,4,0.0,2,1,1,48784.43,0,0,1,DIAMOND,489
*,*,sd***,"[489, 832]",Spain,Female,40,9,149915.51,3,0,1,54170.24,1,1,4,PLATINUM,946
*,*,sd***,"[449, 850]",France,Female,41,1,138741.42,1,1,1,120231.52,0,0,1,PLATINUM,221
*,*,sd***,"[489, 832]",Spain,Female,40,5,126842.26,2,1,1,164180.4,0,0,4,GOLD,312
*,*,sd***,"[468, 850]",France,Male,30,8,99352.6,1,0,0,34534.63,0,0,3,PLATINUM,565
*,*,sd***,"[468, 850]",France,Male,30,5,0.0,2,1,1,50147.62,0,0,4,GOLD,294
*,*,sd***,"[516, 849]",Germany,Male,52,5,192.24,1,0,1,145120.38,0,0,4,SILVER,891
*,*,sd***,"[456, 818]",Germany,Female,44,5,124720.82,2,0,1,60050.84,0,0,2,GOLD,766
*,*,sd***,"[476, 838]",Spain,Male,28,5,95936.18,2,1,1,99421.08,0,0,2,GOLD,991
*,*,sd***,"[468, 850]",France,Male,30,8,122640.1,2,1,1,80875.04,0,0,2,SILVER,803
*,*,sd***,"[476, 838]",Spain,Male,28,3,434.48,1,1,0,74873.63,0,0,1,PLATINUM,823
*,*,sd***,"[456, 818]",Germany,Female,44,3,105621.15,2,1,0,69613.69,0,0,1,DIAMOND,242
*,*,sd***,"[456, 818]",Germany,Female,44,5,125170.99,1,0,0,21303.54,1,1,4,DIAMOND,914
*,*,sd***,"[449, 850]",France,Female,41,7,129506.13,1,0,1,146398.5,0,0,2,DIAMOND,930
*,*,sd***,"[468, 850]",France,Male,30,5,91236.2,2,0,0,35184.0,0,0,3,DIAMOND,619
*,*,sd***,"[476, 838]",Spain,Male,28,1,990.05,2,1,0,195446.1,0,0,3,DIAMOND,486
*,*,sd***,"[449, 850]",France,Female,41,7,0.0,2,1,1,99422.61,0,0,5,DIAMOND,514
*,*,sd***,"[489, 832]",Spain,Female,40,8,0.0,2,1,0,71239.51,0,0,3,DIAMOND,853
*,*,sd***,"[489, 832]",Spain,Female,40,8,748.25,2,0,1,134941.93,0,0,4,PLATINUM,891
*,*,sd***,"[456, 818]",Germany,Female,44,7,141455.66,1,1,0,84551.77,0,0,3,DIAMOND,336
*,*,sd***,"[489, 832]",Spain,Female,40,10,114249.33,2,0,1,58163.89,1,1,2,PLATINUM,869
*,*,sd***,"[456, 818]",Germany,Female,44,8,113886.47,1,0,0,33596.37,0,0,4,DIAMOND,804
*,*,sd***,"[449, 850]",France,Female,41,6,106100.29,1,1,0,181029.19,0,0,2,PLATINUM,513
*,*,sd***,"[456, 818]",Germany,Female,44,7,140547.8,1,0,0,114408.93,1,1,4,GOLD,754
*,*,sd***,"[449, 850]",France,Female,41,3,140550.71,1,1,1,158274.64,1,1,3,PLATINUM,582
*,*,sd***,"[476, 838]",Spain,Male,28,9,0.0,2,0,0,42698.58,0,0,4,SILVER,284
*,*,sd***,"[449, 850]",France,Female,41,3,132658.87,1,0,0,90811.45,0,0,4,SILVER,613
*,*,sd***,"[516, 849]",Germany,Male,52,9,137822.0,2,1,0,170668.86,0,0,1,PLATINUM,759
*,*,sd***,"[456, 818]",Germany,Female,44,2,78061.24,2,0,0,109642.9,0,0,5,PLATINUM,913
*,*,sd***,"[489, 832]",Spain,Female,40,5,129309.47,2,1,0,49971.5,0,0,5,SILVER,234
*,*,sd***,"[476, 838]",Spain,Male,28,5,127165.89,1,0,0,70761.31,0,0,1,PLATINUM,903
*,*,sd***,"[489, 832]",Spain,Female,40,3,135050.09,1,0,0,85130.89,0,0,2,PLATINUM,383
*,*,sd***,"[468, 850]",France,Male,30,4,1477.96,2,1,0,19442.54,1,1,3,DIAMOND,615
*,*,sd***,"[456, 818]",Germany,Female,44,8,129969.88,3,0,0,54923.4,1,1,3,DIAMOND,765
*,*,sd***,"[456, 818]",Germany,Female,44,9,127119.43,3,0,0,54740.47,1,1,4,PLATINUM,643
*,*,sd***,"[468, 850]",France,Male,30,8,128229.07,1,0,0,32015.49,0,0,1,DIAMOND,665
*,*,sd***,"[489, 832]",Spain,Female,40,7,143378.54,1,0,1,67492.09,0,0,3,SILVER,509
*,*,sd***,"[449, 850]",France,Female,41,2,217.55,2,1,1,102007.39,0,0,4,PLATINUM,455
*,*,sd***,"[449, 850]",France,Female,41,7,154883.82,1,0,1,9947.71,1,1,2,SILVER,834
*,*,sd***,"[449, 850]",France,Female,41,4,119387.92,1,0,0,196472.71,0,0,4,PLATINUM,839
*,*,sd***,"[449, 850]",France,Female,41,5,134203.79,3,0,0,161020.26,1,1,4,PLATINUM,863
*,*,sd***,"[449, 850]",France,Female,41,4,138926.46,2,1,0,78803.17,0,0,1,DIAMOND,302
*,*,sd***,"[456, 818]",Germany,Female,44,5,122355.82,2,1,0,172323.34,1,1,3,PLATINUM,823
*,*,sd***,"[468, 850]",France,Male,30,6,132082.96,2,0,1,11.58,1,1,5,DIAMOND,966
*,*,sd***,"[516, 849]",Germany,Male,52,8,108526.77,1,1,0,32539.21,1,1,5,DIAMOND,884
*,*,sd***,"[456, 818]",Germany,Female,44,6,148342.81,3,1,1,59466.32,1,1,4,GOLD,297
*,*,sd***,"[456, 818]",Germany,Female,44,10,128827.79,1,1,0,26326.04,1,1,3,SILVER,421
*,*,sd***,"[489, 832]",Spain,Female,40,3,139556.27,1,0,1,145677.93,0,0,3,SILVER,420
*,*,sd***,"[449, 850]",France,Female,41,5,111117.35,4,1,0,85332.22,1,1,1,DIAMOND,644
*,*,sd***,"[449, 850]",France,Female,41,8,111174.16,2,0,0,138431.13,1,1,2,GOLD,991
*,*,sd***,"[456, 818]",Germany,Female,44,8,130902.12,2,0,1,154124.17,0,0,5,PLATINUM,949
*,*,sd***,"[468, 850]",France,Male,30,6,0.0,4,0,0,139447.76,1,1,3,SILVER,247
*,*,sd***,"[516, 849]",Germany,Male,52,8,85404.43,1,1,1,41172.84,0,0,4,GOLD,406
*,*,sd***,"[449, 850]",France,Female,41,9,99038.68,2,1,1,169308.05,1,1,4,PLATINUM,450
*,*,sd***,"[449, 850]",France,Female,41,8,0.0,2,0,0,102018.45,0,0,2,GOLD,765
*,*,sd***,"[449, 850]",France,Female,41,9,131338.78,1,1,1,52222.9,0,0,5,PLATINUM,440
*,*,sd***,"[468, 850]",France,Male,30,8,135485.58,3,0,0,66387.49,1,1,3,DIAMOND,330
*,*,sd***,"[468, 850]",France,Male,30,6,111157.15,4,1,0,103212.17,1,1,4,SILVER,844
*,*,sd***,"[516, 849]",Germany,Male,52,8,163459.55,2,0,1,34634.79,1,1,3,GOLD,364
*,*,sd***,"[489, 832]",Spain,Female,40,2,0.0,2,1,0,149058.32,0,0,4,PLATINUM,289
*,*,sd***,"[476, 838]",Spain,Male,28,1,1262.84,1,0,0,120173.27,0,0,3,DIAMOND,577
*,*,sd***,"[456, 818]",Germany,Female,44,8,126288.91,1,0,0,131467.9,0,0,1,SILVER,691
*,*,sd***,"[476, 838]",Spain,Male,28,9,0.0,2,0,1,39228.19,0,0,3,PLATINUM,571
*,*,sd***,"[449, 850]",France,Female,41,9,128598.42,4,0,0,146547.63,1,1,5,DIAMOND,953
*,*,sd***,"[468, 850]",France,Male,30,9,126983.72,2,0,1,8376.94,0,0,2,SILVER,253
*,*,sd***,"[489, 832]",Spain,Female,40,3,0.0,2,0,1,31637.27,0,0,4,SILVER,511
*,*,sd***,"[449, 850]",France,Female,41,8,0.0,2,0,1,50034.41,0,0,1,SILVER,965
*,*,sd***,"[489, 832]",Spain,Female,40,5,1105.43,1,1,1,44759.78,0,0,5,GOLD,854
*,*,sd***,"[456, 818]",Germany,Female,44,4,113475.78,1,1,1,194341.47,0,0,3,SILVER,800
*,*,sd***,"[489, 832]",Spain,Female,40,8,110970.39,2,0,0,37574.99,0,0,2,PLATINUM,417
*,*,sd***,"[516, 849]",Germany,Male,52,5,113371.17,1,1,1,67006.54,1,1,4,GOLD,456
*,*,sd***,"[489, 832]",Spain,Female,40,8,1144.06,2,1,1,95837.92,0,0,5,DIAMOND,415
*,*,sd***,"[468, 850]",France,Male,30,9,1203.59,2,1,0,37043.33,0,0,5,DIAMOND,529
*,*,sd***,"[489, 832]",Spain,Female,40,3,0.0,2,0,0,59797.61,0,0,5,SILVER,240
*,*,sd***,"[449, 850]",France,Female,41,1,0.0,1,0,0,8736.08,0,1,2,PLATINUM,646
*,*,sd***,"[489, 832]",Spain,Female,40,8,121073.37,3,1,0,132567.44,1,1,4,SILVER,828
*,*,sd***,"[456, 818]",Germany,Female,44,10,112954.45,1,0,0,37138.05,1,1,1,PLATINUM,946
*,*,sd***,"[489, 832]",Spain,Female,40,9,106981.38,2,0,0,77513.88,0,0,3,PLATINUM,647
*,*,sd***,"[516, 849]",Germany,Male,52,9,105442.88,1,1,1,17655.1,1,1,2,PLATINUM,347
*,*,sd***,"[489, 832]",Spain,Female,40,8,191.15,2,0,1,56660.81,0,0,5,DIAMOND,889
*,*,sd***,"[489, 832]",Spain,Female,40,9,95733.81,1,1,0,142119.41,0,0,5,PLATINUM,305
*,*,sd***,"[516, 849]",Germany,Male,52,1,127113.66,2,1,0,161722.84,0,0,3,GOLD,368
*,*,sd***,"[449, 850]",France,Female,41,8,100538.58,1,1,1,50398.03,1,1,3,DIAMOND,889
*,*,sd***,"[476, 838]",Spain,Male,28,1,0.0,2,1,0,76914.98,0,0,1,GOLD,292
*,*,sd***,"[489, 832]",Spain,Female,40,3,90162.67,2,0,1,130875.2,1,1,3,PLATINUM,690
*,*,sd***,"[449, 850]",France,Female,41,6,107867.52,1,0,1,67689.52,0,0,4,DIAMOND,868
*,*,sd***,"[489, 832]",Spain,Female,40,9,342.01,2,1,0,52649.04,0,0,3,DIAMOND,773
*,*,sd***,"[489, 832]",Spain,Female,40,3,0.0,2,1,0,93322.27,0,0,1,SILVER,231
*,*,sd***,"[456, 818]",Germany,Female,44,5,121916.58,2,0,0,99672.56,0,0,3,DIAMOND,259
*,*,sd***,"[456, 818]",Germany,Female,44,8,149894.7,2,0,0,157029.69,1,1,3,PLATINUM,737
*,*,sd***,"[468, 850]",France,Male,30,4,0.0,1,0,0,125086.0,0,0,5,DIAMOND,831
*,*,sd***,"[456, 818]",Germany,Female,44,1,116508.17,3,0,1,185763.01,1,1,3,SILVER,500
*,*,sd***,"[468, 850]",France,Male,30,1,122309.7,1,0,0,100050.2,1,1,4,PLATINUM,588
*,*,sd***,"[476, 838]",Spain,Male,28,5,1000.42,1,1,0,48602.04,1,1,5,PLATINUM,361
*,*,sd***,"[449, 850]",France,Female,41,2,662.22,2,0,1,113267.62,0,0,5,PLATINUM,814
*,*,sd***,"[456, 818]",Germany,Female,44,8,153606.42,4,1,0,177040.53,1,1,3,DIAMOND,453
*,*,sd***,"[516, 849]",Germany,Male,52,3,106457.19,1,0,0,40949.75,0,0,3,DIAMOND,841
*,*,sd***,"[489, 832]",Spain,Female,40,4,89509.03,1,1,0,160276.24,0,0,5,DIAMOND,559
*,*,sd***,"[489, 832]",Spain,Female,40,7,155777.93,2,0,1,113688.01,0,0,4,PLATINUM,283
