RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
*,*,sd***,"[476, 838]",Spain,Male,29,10,213.92,2,1,0,34905.57,0,0,3,DIAMOND,559
*,*,sd***,"[528, 801]",Spain,Female,35,8,126055.28,1,0,1,131232.64,0,0,1,GOLD,502
*,*,sd***,"[515, 832]",Spain,Female,40,8,132710.18,1,0,0,46195.82,1,1,1,DIAMOND,663
*,*,sd***,"[496, 818]",Germany,Female,51,10,100686.49,1,0,0,166160.7,1,1,5,DIAMOND,594
*,*,sd***,"[456, 817]",Germany,Female,44,7,131597.5,2,0,0,113987.87,0,0,3,PLATINUM,686
*,*,sd***,"[540, 791]",Germany,Female,39,6,146527.41,2,1,1,154763.97,0,0,5,SILVER,647
*,*,sd***,"[496, 818]",Germany,Female,51,8,146876.85,1,0,0,170463.48,1,1,3,DIAMOND,594
*,*,sd***,"[506, 791]",France,Male,52,3,88310.77,2,1,1,57128.51,0,0,2,GOLD,673
*,*,sd***,"[515, 832]",Spain,Female,40,10,97563.51,1,1,0,175412.1,0,0,3,DIAMOND,663
*,*,sd***,"[522, 760]",Germany,Female,53,4,101556.69,1,1,1,186742.69,1,1,3,GOLD,754
*,*,sd***,"[519, 841]",France,Female,32,8,1101.14,2,0,0,136974.04,0,0,2,GOLD,618
*,*,sd***,"[489, 802]",Spain,Female,38,5,0.0,1,1,0,99882.68,0,0,1,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,6,64415.4,3,0,0,141372.27,1,1,4,DIAMOND,594
*,*,sd***,"[461, 850]",France,Female,36,10,0.0,2,1,0,123676.15,0,0,4,PLATINUM,585
*,*,sd***,"[469, 849]",France,Female,41,2,611.47,2,1,0,60040.58,1,0,5,SILVER,561
*,*,sd***,"[496, 818]",Germany,Female,51,8,135061.89,1,1,1,85696.61,0,0,2,DIAMOND,594
*,*,sd***,"[496, 818]",Germany,Female,51,4,955.42,2,0,1,153294.32,0,0,2,DIAMOND,594
*,*,sd***,"[516, 849]",Germany,Male,45,7,127775.5,3,0,0,171758.62,1,1,4,DIAMOND,812
*,*,sd***,"[486, 809]",Spain,Male,28,9,0.0,2,1,0,160439.57,0,0,3,PLATINUM,512
*,*,sd***,"[528, 801]",Spain,Female,35,9,0.0,2,0,1,151314.68,0,0,3,GOLD,502
*,*,sd***,"[506, 791]",France,Male,52,4,0.0,2,1,1,53581.16,0,0,5,GOLD,673
*,*,sd***,"[456, 817]",Germany,Female,44,5,109859.8,1,1,0,107661.64,0,0,5,PLATINUM,686
*,*,sd***,"[515, 832]",Spain,Female,40,9,116968.2,2,1,0,149727.12,0,0,2,DIAMOND,663
*,*,sd***,"[456, 817]",Germany,Female,44,1,125077.24,1,1,1,98832.21,0,0,3,PLATINUM,686
*,*,sd***,"[500, 821]",Spain,Male,25,5,190.34,2,1,0,62239.61,0,0,3,GOLD,632
*,*,sd***,"[530, 801]",Spain,Female,34,3,0.0,2,1,0,46700.63,0,0,2,SILVER,493
*,*,sd***,"[468, 717]",France,Male,46,3,0.0,1,0,0,54510.43,0,0,2,DIAMOND,580
*,*,sd***,"[496, 818]",Germany,Female,51,1,107763.42,1,1,0,185925.54,0,1,3,DIAMOND,594
*,*,sd***,"[486, 809]",Spain,Male,28,8,129316.46,2,0,1,74181.0,0,0,2,PLATINUM,512
*,*,sd***,"[456, 817]",Germany,Female,44,10,153991.95,2,1,0,148221.1,0,0,2,PLATINUM,686
*,*,sd***,"[476, 838]",Spain,Male,29,5,1460.29,2,1,1,37007.09,1,1,3,DIAMOND,559
*,*,sd***,"[476, 831]",France,Male,33,9,121747.56,2,0,0,152937.98,0,0,2,SILVER,513
*,*,sd***,"[449, 804]",France,Female,55,6,133384.45,1,0,1,153349.59,0,0,5,DIAMOND,679
*,*,sd***,"[508, 850]",France,Male,37,3,511.53,1,0,0,66024.89,1,1,4,PLATINUM,576
*,*,sd***,"[456, 817]",Germany,Female,44,10,140928.38,3,0,0,80015.01,1,1,1,PLATINUM,686
*,*,sd***,"[516, 849]",Germany,Male,45,5,151567.98,2,1,1,43140.22,0,0,4,DIAMOND,812
*,*,sd***,"[486, 809]",Spain,Male,28,9,124037.18,1,1,0,64319.23,0,0,5,PLATINUM,512
*,*,sd***,"[461, 850]",France,Female,36,5,123577.39,1,0,1,43189.9,0,0,5,PLATINUM,585
*,*,sd***,"[476, 831]",France,Male,33,0,989.46,2,1,1,151854.07,0,0,3,SILVER,513
*,*,sd***,"[449, 804]",France,Female,55,8,0.0,2,1,1,45861.5,0,0,3,DIAMOND,679
*,*,sd***,"[522, 760]",Germany,Female,53,3,117209.81,1,1,0,18993.68,0,0,3,GOLD,754
*,*,sd***,"[476, 831]",France,Male,33,7,346.14,2,1,0,33907.04,0,0,5,SILVER,513
*,*,sd***,"[519, 841]",France,Female,32,5,106131.98,2,1,0,186234.22,0,0,5,GOLD,618
*,*,sd***,"[515, 832]",Spain,Female,40,5,0.0,2,1,1,123023.25,0,0,4,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,8,144413.56,1,1,0,15056.98,1,1,5,PLATINUM,603
*,*,sd***,"[500, 821]",Spain,Male,25,1,0.0,2,0,0,53407.67,0,0,2,GOLD,632
*,*,sd***,"[489, 802]",Spain,Female,38,1,0.0,2,0,1,52897.91,0,0,1,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,8,124003.96,1,0,0,130002.06,1,1,3,DIAMOND,594
*,*,sd***,"[489, 802]",Spain,Female,38,1,108030.72,1,0,1,146623.65,0,0,3,PLATINUM,603
*,*,sd***,"[476, 838]",Spain,Male,29,0,120322.82,1,0,0,59566.93,0,0,5,DIAMOND,559
*,*,sd***,"[486, 809]",Spain,Male,28,8,136680.01,1,0,1,92645.48,0,0,1,PLATINUM,512
*,*,sd***,"[456, 817]",Germany,Female,44,5,123342.33,2,0,0,138857.53,0,0,3,PLATINUM,686
*,*,sd***,"[461, 850]",France,Female,36,4,150989.62,1,1,1,156614.6,0,0,4,PLATINUM,585
*,*,sd***,"[469, 849]",France,Female,41,9,266.43,2,1,0,26157.03,0,0,5,SILVER,561
*,*,sd***,"[486, 809]",Spain,Male,28,8,158428.46,1,1,1,28133.34,0,0,4,PLATINUM,512
*,*,sd***,"[496, 818]",Germany,Female,51,3,100578.36,1,1,0,67087.75,0,0,5,DIAMOND,594
*,*,sd***,"[486, 809]",Spain,Male,28,9,0.0,2,1,0,110234.41,0,0,3,PLATINUM,512
*,*,sd***,"[476, 831]",France,Male,33,8,0.0,2,1,1,158546.68,0,0,2,SILVER,513
*,*,sd***,"[486, 809]",Spain,Male,28,5,121415.24,1,0,0,54364.86,1,1,4,PLATINUM,512
*,*,sd***,"[476, 831]",France,Male,33,8,0.0,2,0,0,77795.43,0,0,3,SILVER,513
*,*,sd***,"[489, 802]",Spain,Female,38,1,295.73,2,1,1,55778.88,0,0,3,PLATINUM,603
*,*,sd***,"[449, 804]",France,Female,55,10,119960.6,1,1,0,126597.42,1,1,5,DIAMOND,679
*,*,sd***,"[461, 850]",France,Female,36,9,538.13,2,1,1,104095.31,0,0,3,PLATINUM,585
*,*,sd***,"[489, 802]",Spain,Female,38,3,0.0,2,1,0,30767.76,0,0,4,PLATINUM,603
*,*,sd***,"[449, 804]",France,Female,55,8,0.0,4,1,0,116533.09,1,1,3,DIAMOND,679
*,*,sd***,"[456, 817]",Germany,Female,44,5,0.0,2,1,0,135008.41,0,0,2,PLATINUM,686
*,*,sd***,"[486, 809]",Spain,Male,28,5,0.0,1,0,0,54083.23,0,0,2,PLATINUM,512
*,*,sd***,"[476, 831]",France,Male,33,5,532.77,2,1,1,72478.11,0,0,2,SILVER,513
*,*,sd***,"[476, 838]",Spain,Male,29,8,114326.13,1,0,0,64990.69,0,0,5,DIAMOND,559
*,*,sd***,"[476, 831]",France,Male,33,5,0.0,2,1,0,80972.67,0,0,3,SILVER,513
*,*,sd***,"[456, 817]",Germany,Female,44,5,119749.12,1,0,0,31293.26,1,1,4,PLATINUM,686
*,*,sd***,"[522, 760]",Germany,Female,53,6,121317.99,3,1,0,165430.03,1,1,4,GOLD,754
*,*,sd***,"[461, 850]",France,Female,36,9,120073.08,2,1,1,148531.08,0,0,1,PLATINUM,585
*,*,sd***,"[476, 831]",France,Male,33,6,0.0,2,1,0,72728.91,0,0,2,SILVER,513
*,*,sd***,"[486, 809]",Spain,Male,28,5,125989.23,2,0,0,66091.14,0,0,5,PLATINUM,512
*,*,sd***,"[506, 791]",France,Male,52,5,89299.97,2,1,1,28461.96,0,1,2,GOLD,673
*,*,sd***,"[469, 849]",France,Female,41,7,0.0,1,0,1,169240.44,0,0,4,SILVER,561
*,*,sd***,"[469, 849]",France,Female,41,8,0.0,2,1,0,108192.95,0,0,4,SILVER,561
*,*,sd***,"[500, 821]",Spain,Male,25,2,133645.8,2,1,0,126310.35,1,0,3,GOLD,632
*,*,sd***,"[486, 809]",Spain,Male,28,3,1226.71,2,1,1,127694.17,0,0,2,PLATINUM,512
*,*,sd***,"[496, 818]",Germany,Female,51,8,85821.37,1,1,1,190836.88,0,0,1,DIAMOND,594
*,*,sd***,"[500, 821]",Spain,Male,25,5,1252.58,2,1,0,44997.97,0,0,4,GOLD,632
*,*,sd***,"[515, 832]",Spain,Female,40,7,0.0,2,1,0,97585.65,0,0,1,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,1,85938.69,2,1,0,71599.45,0,0,1,PLATINUM,603
*,*,sd***,"[540, 791]",Germany,Female,39,8,109290.12,1,0,0,147696.72,1,1,4,SILVER,647
*,*,sd***,"[496, 818]",Germany,Female,51,6,140963.22,2,0,1,22062.46,1,1,1,DIAMOND,594
*,*,sd***,"[530, 801]",Spain,Female,34,4,2287.95,2,1,0,11349.1,1,1,5,SILVER,493
*,*,sd***,"[496, 818]",Germany,Female,51,8,107742.57,1,1,1,181576.47,1,1,2,DIAMOND,594
*,*,sd***,"[496, 818]",Germany,Female,51,8,0.0,2,0,0,147879.02,0,0,3,DIAMOND,594
*,*,sd***,"[524, 730]",Germany,Male,52,8,133368.51,2,1,1,156938.27,0,0,1,GOLD,406
*,*,sd***,"[476, 838]",Spain,Male,29,6,0.0,2,1,1,30021.75,0,0,3,DIAMOND,559
*,*,sd***,"[476, 838]",Spain,Male,29,7,0.0,3,0,1,48909.39,1,1,3,DIAMOND,559
*,*,sd***,"[461, 850]",France,Female,36,5,159554.81,1,0,0,30946.84,1,1,5,PLATINUM,585
*,*,sd***,"[536, 808]",Spain,Male,30,6,0.0,2,0,1,94989.01,0,0,1,SILVER,618
*,*,sd***,"[456, 817]",Germany,Female,44,1,127185.7,1,0,1,76052.73,1,1,5,PLATINUM,686
*,*,sd***,"[519, 841]",France,Female,32,8,86467.78,1,0,1,61372.91,1,1,1,GOLD,618
*,*,sd***,"[489, 802]",Spain,Female,38,9,0.0,2,0,0,115604.71,0,0,5,PLATINUM,603
*,*,sd***,"[469, 849]",France,Female,41,5,85902.89,3,0,1,104879.67,1,1,3,SILVER,561
*,*,sd***,"[508, 850]",France,Male,37,2,145130.53,3,1,1,116645.59,1,1,3,PLATINUM,576
*,*,sd***,"[506, 791]",France,Male,52,9,0.0,2,0,0,37906.58,0,0,2,GOLD,673
*,*,sd***,"[486, 809]",Spain,Male,28,1,103235.13,2,1,0,95259.56,0,0,4,PLATINUM,512
*,*,sd***,"[456, 817]",Germany,Female,44,4,127256.39,1,1,1,151188.7,0,0,1,PLATINUM,686
*,*,sd***,"[461, 850]",France,Female,36,6,105527.35,1,1,0,48346.87,1,1,3,PLATINUM,585
*,*,sd***,"[515, 832]",Spain,Female,40,9,103360.54,1,0,0,148951.49,1,1,4,DIAMOND,663
*,*,sd***,"[496, 818]",Germany,Female,51,7,153284.37,2,0,0,125688.51,1,1,4,DIAMOND,594
*,*,sd***,"[468, 717]",France,Male,46,6,146151.93,2,1,1,67469.75,0,0,4,DIAMOND,580
*,*,sd***,"[500, 821]",Spain,Male,25,3,0.0,2,0,0,84520.92,0,0,1,GOLD,632
*,*,sd***,"[476, 838]",Spain,Male,29,8,148127.32,3,0,0,134104.44,1,1,1,DIAMOND,559
*,*,sd***,"[519, 841]",France,Female,32,5,116541.12,1,1,0,87913.67,1,1,4,GOLD,618
*,*,sd***,"[461, 850]",France,Female,36,8,120555.09,3,0,0,126634.52,1,1,4,PLATINUM,585
*,*,sd***,"[476, 838]",Spain,Male,29,9,120902.81,1,0,1,170091.24,0,0,2,DIAMOND,559
*,*,sd***,"[515, 832]",Spain,Female,40,6,95233.23,1,0,0,57851.0,0,0,5,DIAMOND,663
*,*,sd***,"[516, 849]",Germany,Male,45,4,125617.19,1,1,0,34654.46,1,1,2,DIAMOND,812
*,*,sd***,"[469, 849]",France,Female,41,2,0.0,2,1,1,133671.93,0,0,3,SILVER,561
*,*,sd***,"[563, 615]",Germany,Male,43,5,112508.52,1,0,0,86742.13,0,0,1,SILVER,753
*,*,sd***,"[456, 817]",Germany,Female,44,6,179885.18,3,1,0,33454.21,1,1,4,PLATINUM,686
*,*,sd***,"[496, 818]",Germany,Female,51,5,132669.27,2,0,0,127253.51,0,0,3,DIAMOND,594
*,*,sd***,"[506, 791]",France,Male,52,0,120139.79,2,1,0,110689.74,0,0,2,GOLD,673
*,*,sd***,"[476, 831]",France,Male,33,6,0.0,2,1,0,100650.8,1,1,2,SILVER,513
*,*,sd***,"[528, 801]",Spain,Female,35,6,89845.1,2,0,1,56593.59,0,0,3,GOLD,502
*,*,sd***,"[528, 801]",Spain,Female,35,1,81269.21,1,1,1,135059.3,0,0,5,GOLD,502
*,*,sd***,"[476, 838]",Spain,Male,29,4,0.0,2,1,1,48784.43,0,0,1,DIAMOND,559
*,*,sd***,"[489, 802]",Spain,Female,38,9,149915.51,3,0,1,54170.24,1,1,4,PLATINUM,603
*,*,sd***,"[461, 850]",France,Female,36,1,138741.42,1,1,1,120231.52,0,0,1,PLATINUM,585
*,*,sd***,"[528, 801]",Spain,Female,35,5,126842.26,2,1,1,164180.4,0,0,4,GOLD,502
*,*,sd***,"[508, 850]",France,Male,37,8,99352.6,1,0,0,34534.63,0,0,3,PLATINUM,576
*,*,sd***,"[506, 791]",France,Male,52,5,0.0,2,1,1,50147.62,0,0,4,GOLD,673
*,*,sd***,"[563, 615]",Germany,Male,43,5,192.24,1,0,1,145120.38,0,0,4,SILVER,753
*,*,sd***,"[522, 760]",Germany,Female,53,5,124720.82,2,0,1,60050.84,0,0,2,GOLD,754
*,*,sd***,"[500, 821]",Spain,Male,25,5,95936.18,2,1,1,99421.08,0,0,2,GOLD,632
*,*,sd***,"[476, 831]",France,Male,33,8,122640.1,2,1,1,80875.04,0,0,2,SILVER,513
*,*,sd***,"[486, 809]",Spain,Male,28,3,434.48,1,1,0,74873.63,0,0,1,PLATINUM,512
*,*,sd***,"[496, 818]",Germany,Female,51,3,105621.15,2,1,0,69613.69,0,0,1,DIAMOND,594
*,*,sd***,"[496, 818]",Germany,Female,51,5,125170.99,1,0,0,21303.54,1,1,4,DIAMOND,594
*,*,sd***,"[449, 804]",France,Female,55,7,129506.13,1,0,1,146398.5,0,0,2,DIAMOND,679
*,*,sd***,"[468, 717]",France,Male,46,5,91236.2,2,0,0,35184.0,0,0,3,DIAMOND,580
*,*,sd***,"[476, 838]",Spain,Male,29,1,990.05,2,1,0,195446.1,0,0,3,DIAMOND,559
*,*,sd***,"[449, 804]",France,Female,55,7,0.0,2,1,1,99422.61,0,0,5,DIAMOND,679
*,*,sd***,"[515, 832]",Spain,Female,40,8,0.0,2,1,0,71239.51,0,0,3,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,8,748.25,2,0,1,134941.93,0,0,4,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,7,141455.66,1,1,0,84551.77,0,0,3,DIAMOND,594
*,*,sd***,"[489, 802]",Spain,Female,38,10,114249.33,2,0,1,58163.89,1,1,2,PLATINUM,603
*,*,sd***,"[496, 818]",Germany,Female,51,8,113886.47,1,0,0,33596.37,0,0,4,DIAMOND,594
*,*,sd***,"[461, 850]",France,Female,36,6,106100.29,1,1,0,181029.19,0,0,2,PLATINUM,585
*,*,sd***,"[522, 760]",Germany,Female,53,7,140547.8,1,0,0,114408.93,1,1,4,GOLD,754
*,*,sd***,"[461, 850]",France,Female,36,3,140550.71,1,1,1,158274.64,1,1,3,PLATINUM,585
*,*,sd***,"[536, 808]",Spain,Male,30,9,0.0,2,0,0,42698.58,0,0,4,SILVER,618
*,*,sd***,"[469, 849]",France,Female,41,3,132658.87,1,0,0,90811.45,0,0,4,SILVER,561
*,*,sd***,"[516, 840]",Germany,Male,52,9,137822.0,2,1,0,170668.86,0,0,1,PLATINUM,357
*,*,sd***,"[456, 817]",Germany,Female,44,2,78061.24,2,0,0,109642.9,0,0,5,PLATINUM,686
*,*,sd***,"[530, 801]",Spain,Female,34,5,129309.47,2,1,0,49971.5,0,0,5,SILVER,493
*,*,sd***,"[486, 809]",Spain,Male,28,5,127165.89,1,0,0,70761.31,0,0,1,PLATINUM,512
*,*,sd***,"[489, 802]",Spain,Female,38,3,135050.09,1,0,0,85130.89,0,0,2,PLATINUM,603
*,*,sd***,"[468, 717]",France,Male,46,4,1477.96,2,1,0,19442.54,1,1,3,DIAMOND,580
*,*,sd***,"[496, 818]",Germany,Female,51,8,129969.88,3,0,0,54923.4,1,1,3,DIAMOND,594
*,*,sd***,"[456, 817]",Germany,Female,44,9,127119.43,3,0,0,54740.47,1,1,4,PLATINUM,686
*,*,sd***,"[468, 717]",France,Male,46,8,128229.07,1,0,0,32015.49,0,0,1,DIAMOND,580
*,*,sd***,"[530, 801]",Spain,Female,34,7,143378.54,1,0,1,67492.09,0,0,3,SILVER,493
*,*,sd***,"[461, 850]",France,Female,36,2,217.55,2,1,1,102007.39,0,0,4,PLATINUM,585
*,*,sd***,"[469, 849]",France,Female,41,7,154883.82,1,0,1,9947.71,1,1,2,SILVER,561
*,*,sd***,"[461, 850]",France,Female,36,4,119387.92,1,0,0,196472.71,0,0,4,PLATINUM,585
*,*,sd***,"[461, 850]",France,Female,36,5,134203.79,3,0,0,161020.26,1,1,4,PLATINUM,585
*,*,sd***,"[449, 804]",France,Female,55,4,138926.46,2,1,0,78803.17,0,0,1,DIAMOND,679
*,*,sd***,"[456, 817]",Germany,Female,44,5,122355.82,2,1,0,172323.34,1,1,3,PLATINUM,686
*,*,sd***,"[468, 717]",France,Male,46,6,132082.96,2,0,1,11.58,1,1,5,DIAMOND,580
*,*,sd***,"[516, 849]",Germany,Male,45,8,108526.77,1,1,0,32539.21,1,1,5,DIAMOND,812
*,*,sd***,"[522, 760]",Germany,Female,53,6,148342.81,3,1,1,59466.32,1,1,4,GOLD,754
*,*,sd***,"[540, 791]",Germany,Female,39,10,128827.79,1,1,0,26326.04,1,1,3,SILVER,647
*,*,sd***,"[530, 801]",Spain,Female,34,3,139556.27,1,0,1,145677.93,0,0,3,SILVER,493
*,*,sd***,"[449, 804]",France,Female,55,5,111117.35,4,1,0,85332.22,1,1,1,DIAMOND,679
*,*,sd***,"[519, 841]",France,Female,32,8,111174.16,2,0,0,138431.13,1,1,2,GOLD,618
*,*,sd***,"[456, 817]",Germany,Female,44,8,130902.12,2,0,1,154124.17,0,0,5,PLATINUM,686
*,*,sd***,"[476, 831]",France,Male,33,6,0.0,4,0,0,139447.76,1,1,3,SILVER,513
*,*,sd***,"[524, 730]",Germany,Male,52,8,85404.43,1,1,1,41172.84,0,0,4,GOLD,406
*,*,sd***,"[461, 850]",France,Female,36,9,99038.68,2,1,1,169308.05,1,1,4,PLATINUM,585
*,*,sd***,"[519, 841]",France,Female,32,8,0.0,2,0,0,102018.45,0,0,2,GOLD,618
*,*,sd***,"[461, 850]",France,Female,36,9,131338.78,1,1,1,52222.9,0,0,5,PLATINUM,585
*,*,sd***,"[468, 717]",France,Male,46,8,135485.58,3,0,0,66387.49,1,1,3,DIAMOND,580
*,*,sd***,"[476, 831]",France,Male,33,6,111157.15,4,1,0,103212.17,1,1,4,SILVER,513
*,*,sd***,"[524, 730]",Germany,Male,52,8,163459.55,2,0,1,34634.79,1,1,3,GOLD,406
*,*,sd***,"[489, 802]",Spain,Female,38,2,0.0,2,1,0,149058.32,0,0,4,PLATINUM,603
*,*,sd***,"[476, 838]",Spain,Male,29,1,1262.84,1,0,0,120173.27,0,0,3,DIAMOND,559
*,*,sd***,"[540, 791]",Germany,Female,39,8,126288.91,1,0,0,131467.9,0,0,1,SILVER,647
*,*,sd***,"[486, 809]",Spain,Male,28,9,0.0,2,0,1,39228.19,0,0,3,PLATINUM,512
*,*,sd***,"[449, 804]",France,Female,55,9,128598.42,4,0,0,146547.63,1,1,5,DIAMOND,679
*,*,sd***,"[476, 831]",France,Male,33,9,126983.72,2,0,1,8376.94,0,0,2,SILVER,513
*,*,sd***,"[530, 801]",Spain,Female,34,3,0.0,2,0,1,31637.27,0,0,4,SILVER,493
*,*,sd***,"[469, 849]",France,Female,41,8,0.0,2,0,1,50034.41,0,0,1,SILVER,561
*,*,sd***,"[528, 801]",Spain,Female,35,5,1105.43,1,1,1,44759.78,0,0,5,GOLD,502
*,*,sd***,"[540, 791]",Germany,Female,39,4,113475.78,1,1,1,194341.47,0,0,3,SILVER,647
*,*,sd***,"[489, 802]",Spain,Female,38,8,110970.39,2,0,0,37574.99,0,0,2,PLATINUM,603
*,*,sd***,"[524, 730]",Germany,Male,52,5,113371.17,1,1,1,67006.54,1,1,4,GOLD,406
*,*,sd***,"[515, 832]",Spain,Female,40,8,1144.06,2,1,1,95837.92,0,0,5,DIAMOND,663
*,*,sd***,"[468, 717]",France,Male,46,9,1203.59,2,1,0,37043.33,0,0,5,DIAMOND,580
*,*,sd***,"[530, 801]",Spain,Female,34,3,0.0,2,0,0,59797.61,0,0,5,SILVER,493
*,*,sd***,"[461, 850]",France,Female,36,1,0.0,1,0,0,8736.08,0,1,2,PLATINUM,585
*,*,sd***,"[530, 801]",Spain,Female,34,8,121073.37,3,1,0,132567.44,1,1,4,SILVER,493
*,*,sd***,"[456, 817]",Germany,Female,44,10,112954.45,1,0,0,37138.05,1,1,1,PLATINUM,686
*,*,sd***,"[489, 802]",Spain,Female,38,9,106981.38,2,0,0,77513.88,0,0,3,PLATINUM,603
*,*,sd***,"[516, 840]",Germany,Male,52,9,105442.88,1,1,1,17655.1,1,1,2,PLATINUM,357
*,*,sd***,"[515, 832]",Spain,Female,40,8,191.15,2,0,1,56660.81,0,0,5,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,9,95733.81,1,1,0,142119.41,0,0,5,PLATINUM,603
*,*,sd***,"[524, 730]",Germany,Male,52,1,127113.66,2,1,0,161722.84,0,0,3,GOLD,406
*,*,sd***,"[449, 804]",France,Female,55,8,100538.58,1,1,1,50398.03,1,1,3,DIAMOND,679
*,*,sd***,"[500, 821]",Spain,Male,25,1,0.0,2,1,0,76914.98,0,0,1,GOLD,632
*,*,sd***,"[489, 802]",Spain,Female,38,3,90162.67,2,0,1,130875.2,1,1,3,PLATINUM,603
*,*,sd***,"[449, 804]",France,Female,55,6,107867.52,1,0,1,67689.52,0,0,4,DIAMOND,679
*,*,sd***,"[515, 832]",Spain,Female,40,9,342.01,2,1,0,52649.04,0,0,3,DIAMOND,663
*,*,sd***,"[530, 801]",Spain,Female,34,3,0.0,2,1,0,93322.27,0,0,1,SILVER,493
*,*,sd***,"[496, 818]",Germany,Female,51,5,121916.58,2,0,0,99672.56,0,0,3,DIAMOND,594
*,*,sd***,"[456, 817]",Germany,Female,44,8,149894.7,2,0,0,157029.69,1,1,3,PLATINUM,686
*,*,sd***,"[468, 717]",France,Male,46,4,0.0,1,0,0,125086.0,0,0,5,DIAMOND,580
*,*,sd***,"[540, 791]",Germany,Female,39,1,116508.17,3,0,1,185763.01,1,1,3,SILVER,647
*,*,sd***,"[508, 850]",France,Male,37,1,122309.7,1,0,0,100050.2,1,1,4,PLATINUM,576
*,*,sd***,"[486, 809]",Spain,Male,28,5,1000.42,1,1,0,48602.04,1,1,5,PLATINUM,512
*,*,sd***,"[461, 850]",France,Female,36,2,662.22,2,0,1,113267.62,0,0,5,PLATINUM,585
*,*,sd***,"[496, 818]",Germany,Female,51,8,153606.42,4,1,0,177040.53,1,1,3,DIAMOND,594
*,*,sd***,"[516, 849]",Germany,Male,45,3,106457.19,1,0,0,40949.75,0,0,3,DIAMOND,812
*,*,sd***,"[515, 832]",Spain,Female,40,4,89509.03,1,1,0,160276.24,0,0,5,DIAMOND,663
*,*,sd***,"[489, 802]",Spain,Female,38,7,155777.93,2,0,1,113688.01,0,0,4,PLATINUM,603
