RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
8333023,2609784,sXXXXXXXXXXXX,501,FXXXXX,MXXX,53,5,0.0,2,0,0,110389.45,0,0,3,PXXXXXXX,651
5208860,14417942,sXXXXXXXXXXXX,654,SXXXX,FXXXXX,39,8,97817.75,1,0,0,47413.37,0,0,5,PXXXXXXX,566
16577259,8411771,sXXXXXXXXXXXX,533,SXXXX,MXXX,48,2,115873.7,2,0,0,52654.53,0,0,3,DXXXXXX,841
12608254,9694587,sXXXXXXXXXXXX,773,SXXXX,FXXXXX,41,8,839.88,2,1,0,122138.46,0,0,4,GXXX,944
5134683,14487298,sXXXXXXXXXXXX,476,GXXXXXX,FXXXXX,70,0,149471.92,2,0,0,74349.77,0,0,5,PXXXXXXX,556
14203620,16081715,sXXXXXXXXXXXX,581,SXXXX,FXXXXX,44,6,134144.76,2,0,0,155320.61,0,0,2,PXXXXXXX,722
10215577,5230240,sXXXXXXXXXXXX,621,SXXXX,FXXXXX,30,5,125945.77,1,0,0,156382.04,0,0,4,PXXXXXXX,693
15824379,16153638,sXXXXXXXXXXXX,663,SXXXX,MXXX,42,9,123584.56,2,0,0,153842.1,0,0,3,PXXXXXXX,937
12474476,7869661,sXXXXXXXXXXXX,737,FXXXXX,MXXX,33,9,118177.09,2,1,0,9901.45,0,0,3,GXXX,732
2469485,2534402,sXXXXXXXXXXXX,714,SXXXX,MXXX,39,5,134738.52,1,1,0,115062.38,0,0,3,PXXXXXXX,905
5739315,12041170,sXXXXXXXXXXXX,774,GXXXXXX,MXXX,27,7,88449.0,1,1,0,66588.53,0,0,4,GXXX,772
13000373,397435,sXXXXXXXXXXXX,774,SXXXX,FXXXXX,36,6,123152.07,2,1,0,117214.06,0,0,3,PXXXXXXX,457
13205474,7446723,sXXXXXXXXXXXX,620,FXXXXX,FXXXXX,40,7,69741.92,2,0,0,92726.35,0,0,3,GXXX,290
6914502,2575273,sXXXXXXXXXXXX,556,GXXXXXX,FXXXXX,50,8,128102.2,1,1,0,36310.69,1,0,4,GXXX,413
11003581,699044,sXXXXXXXXXXXX,703,SXXXX,MXXX,45,8,132727.59,2,1,0,50987.56,0,0,4,PXXXXXXX,339
3767625,13053515,sXXXXXXXXXXXX,752,GXXXXXX,FXXXXX,40,5,115872.78,1,1,0,97760.29,0,0,4,DXXXXXX,688
6527401,6192891,sXXXXXXXXXXXX,671,FXXXXX,FXXXXX,39,6,0.0,1,0,0,143449.34,0,0,4,DXXXXXX,731
15898749,389188,sXXXXXXXXXXXX,682,SXXXX,FXXXXX,34,3,0.0,2,0,0,40434.45,0,0,3,PXXXXXXX,317
16524440,13091191,sXXXXXXXXXXXX,621,SXXXX,FXXXXX,36,2,0.0,2,1,0,135499.33,0,0,2,PXXXXXXX,407
4689719,2101239,sXXXXXXXXXXXX,502,SXXXX,FXXXXX,42,9,0.0,2,1,0,110808.43,0,0,5,SXXXXX,441
7867557,7291926,sXXXXXXXXXXXX,647,GXXXXXX,FXXXXX,35,10,102927.18,3,0,0,187066.73,1,0,4,DXXXXXX,693
15066373,5290797,sXXXXXXXXXXXX,834,FXXXXX,MXXX,26,1,1829.61,2,0,0,76602.76,0,0,5,DXXXXXX,548
1278812,2552237,sXXXXXXXXXXXX,522,SXXXX,MXXX,31,8,642.71,2,1,0,116380.26,0,0,2,PXXXXXXX,841
4985079,6143502,sXXXXXXXXXXXX,783,GXXXXXX,MXXX,50,8,128863.25,2,1,0,54549.58,0,0,1,DXXXXXX,649
4273856,8795733,sXXXXXXXXXXXX,630,FXXXXX,MXXX,26,7,0.0,2,1,0,71895.43,0,0,3,SXXXXX,904
2462125,1897034,sXXXXXXXXXXXX,601,SXXXX,FXXXXX,31,4,0.0,2,1,0,18915.21,0,0,2,GXXX,846
1045075,9850812,sXXXXXXXXXXXX,530,FXXXXX,MXXX,39,9,139425.64,1,1,0,44141.48,1,0,1,PXXXXXXX,931
3219838,5854678,sXXXXXXXXXXXX,583,FXXXXX,MXXX,42,5,0.0,2,1,0,93665.48,0,0,5,PXXXXXXX,670
3938802,14276327,sXXXXXXXXXXXX,802,GXXXXXX,FXXXXX,43,8,115443.6,2,1,0,73670.43,1,0,1,PXXXXXXX,936
3019280,1063639,sXXXXXXXXXXXX,850,FXXXXX,MXXX,40,3,126385.17,2,1,0,11.58,0,0,5,DXXXXXX,326
8125974,12299661,sXXXXXXXXXXXX,675,SXXXX,MXXX,34,1,138747.04,2,1,0,66195.41,0,0,2,DXXXXXX,722
10750218,2118028,sXXXXXXXXXXXX,603,SXXXX,MXXX,41,1,435.63,1,0,0,81203.33,0,0,1,PXXXXXXX,281
1424483,6614961,sXXXXXXXXXXXX,786,FXXXXX,MXXX,35,2,0.0,2,0,0,46315.83,0,0,2,PXXXXXXX,916
6858741,1553720,sXXXXXXXXXXXX,574,FXXXXX,FXXXXX,39,8,114989.97,3,1,0,80644.27,1,0,4,GXXX,943
15670040,15447127,sXXXXXXXXXXXX,549,SXXXX,FXXXXX,23,9,0.0,2,1,0,79819.03,0,0,4,DXXXXXX,873
12240096,4470152,sXXXXXXXXXXXX,595,SXXXX,FXXXXX,46,8,95453.74,2,0,0,107921.88,0,0,5,PXXXXXXX,636
6172853,13878398,sXXXXXXXXXXXX,685,FXXXXX,FXXXXX,34,10,0.0,2,0,0,103872.38,0,0,3,SXXXXX,379
12921014,13283302,sXXXXXXXXXXXX,764,FXXXXX,FXXXXX,43,10,111971.23,2,1,0,58594.7,0,0,4,DXXXXXX,525
13535506,14608588,sXXXXXXXXXXXX,787,SXXXX,MXXX,33,1,0.0,2,0,0,175745.33,0,0,2,DXXXXXX,395
12521878,3816447,sXXXXXXXXXXXX,572,SXXXX,FXXXXX,38,8,102768.96,1,0,0,60752.43,1,0,3,PXXXXXXX,867
7686493,14489724,sXXXXXXXXXXXX,502,SXXXX,MXXX,42,8,155014.72,2,0,0,91168.78,0,0,4,GXXX,891
16540949,13226829,sXXXXXXXXXXXX,677,GXXXXXX,FXXXXX,55,8,115242.61,1,0,0,110696.53,0,0,4,DXXXXXX,921
6091803,3280769,sXXXXXXXXXXXX,703,SXXXX,MXXX,28,1,117954.96,2,1,0,113096.68,0,0,3,PXXXXXXX,664
3749566,13416805,sXXXXXXXXXXXX,500,SXXXX,MXXX,44,4,957.0,2,0,0,126714.92,0,0,5,SXXXXX,822
11315528,12718578,sXXXXXXXXXXXX,629,SXXXX,FXXXXX,45,9,1207.97,2,0,0,92580.02,0,0,2,DXXXXXX,811
9118368,2515622,sXXXXXXXXXXXX,636,FXXXXX,FXXXXX,33,1,75639.07,2,0,0,115530.74,0,0,3,PXXXXXXX,332
6220892,5123211,sXXXXXXXXXXXX,654,FXXXXX,FXXXXX,36,9,0.0,2,1,0,99593.83,0,0,3,PXXXXXXX,459
3020130,1385455,sXXXXXXXXXXXX,713,FXXXXX,FXXXXX,32,3,843.27,1,1,0,69525.3,0,0,3,PXXXXXXX,498
11426567,12138434,sXXXXXXXXXXXX,673,FXXXXX,MXXX,30,5,0.0,2,0,0,93161.48,0,0,3,SXXXXX,223
76484,9399573,sXXXXXXXXXXXX,568,GXXXXXX,FXXXXX,37,9,105620.75,1,1,0,31986.96,0,0,2,PXXXXXXX,801
8177415,1506211,sXXXXXXXXXXXX,734,GXXXXXX,FXXXXX,61,4,0.0,1,1,0,62822.13,1,0,4,SXXXXX,764
3727749,14393622,sXXXXXXXXXXXX,660,SXXXX,MXXX,45,8,138250.84,2,1,0,49997.48,0,0,4,DXXXXXX,631
3827190,9417998,sXXXXXXXXXXXX,543,FXXXXX,MXXX,66,8,123795.58,2,1,0,100020.65,1,0,3,DXXXXXX,523
9754525,10249614,sXXXXXXXXXXXX,725,SXXXX,FXXXXX,39,6,111106.03,1,1,0,122878.82,0,0,2,PXXXXXXX,880
13857103,11973364,sXXXXXXXXXXXX,765,FXXXXX,MXXX,34,4,116142.44,2,1,0,80584.07,0,0,4,PXXXXXXX,662
495848,4368653,sXXXXXXXXXXXX,583,FXXXXX,FXXXXX,31,4,0.0,2,0,0,42663.54,0,0,2,PXXXXXXX,805
1886379,13973106,sXXXXXXXXXXXX,594,GXXXXXX,MXXX,29,7,0.0,2,1,0,131802.69,0,0,2,DXXXXXX,259
989006,5962573,sXXXXXXXXXXXX,648,SXXXX,MXXX,33,5,0.0,2,0,0,174670.87,0,0,5,PXXXXXXX,485
15517065,922045,sXXXXXXXXXXXX,619,SXXXX,MXXX,26,8,117271.92,2,0,0,152570.96,0,0,3,GXXX,773
3807378,493846,sXXXXXXXXXXXX,534,SXXXX,MXXX,51,6,132962.49,2,0,0,37448.17,1,0,1,PXXXXXXX,322
2877018,4884473,sXXXXXXXXXXXX,674,GXXXXXX,FXXXXX,69,1,88300.73,1,1,0,32065.2,0,0,4,DXXXXXX,680
3380171,6495655,sXXXXXXXXXXXX,802,SXXXX,MXXX,29,7,92399.92,2,1,0,98038.49,0,0,2,GXXX,295
14480522,11590545,sXXXXXXXXXXXX,579,SXXXX,FXXXXX,24,5,0.0,2,1,0,48187.6,0,0,1,GXXX,348
13053346,2845326,sXXXXXXXXXXXX,639,FXXXXX,FXXXXX,26,8,0.0,1,0,0,17527.43,0,0,5,PXXXXXXX,472
2887756,3130939,sXXXXXXXXXXXX,498,SXXXX,FXXXXX,50,2,116476.49,3,0,0,111208.25,1,0,5,SXXXXX,375
14212949,2847743,sXXXXXXXXXXXX,708,SXXXX,FXXXXX,34,9,0.0,2,1,0,136784.91,0,0,2,SXXXXX,823
9177304,3197696,sXXXXXXXXXXXX,509,SXXXX,FXXXXX,26,7,90657.24,2,0,0,64013.5,0,0,1,PXXXXXXX,313
8910487,5963287,sXXXXXXXXXXXX,532,GXXXXXX,MXXX,48,6,0.0,2,1,0,20007.22,0,0,5,DXXXXXX,423
16209193,2453835,sXXXXXXXXXXXX,671,FXXXXX,FXXXXX,29,3,0.0,2,0,0,150248.43,0,0,2,PXXXXXXX,897
371559,6088773,sXXXXXXXXXXXX,640,GXXXXXX,MXXX,36,10,87726.24,1,1,0,18470.69,0,0,3,GXXX,679
3137399,2345013,sXXXXXXXXXXXX,599,SXXXX,FXXXXX,39,9,0.0,2,0,0,26094.18,0,0,3,SXXXXX,800
3776277,10824610,sXXXXXXXXXXXX,573,FXXXXX,MXXX,47,9,147919.9,4,1,0,74732.41,1,0,5,GXXX,760
14694683,152264,sXXXXXXXXXXXX,813,GXXXXXX,FXXXXX,50,8,128624.32,1,0,0,40830.33,1,0,5,PXXXXXXX,280
7378110,5242466,sXXXXXXXXXXXX,763,GXXXXXX,FXXXXX,41,5,119363.36,1,1,0,75356.75,0,0,3,DXXXXXX,449
4735600,5330420,sXXXXXXXXXXXX,734,FXXXXX,MXXX,40,2,124080.32,1,0,0,189962.23,0,0,5,DXXXXXX,647
15244182,7629530,sXXXXXXXXXXXX,602,SXXXX,FXXXXX,34,2,310.93,1,0,0,106888.8,0,0,1,GXXX,545
3706827,5669807,sXXXXXXXXXXXX,566,FXXXXX,MXXX,37,6,114925.73,3,1,0,195787.88,1,0,1,PXXXXXXX,763
5776814,395597,sXXXXXXXXXXXX,714,SXXXX,MXXX,22,8,138583.12,2,0,0,92900.91,0,0,4,PXXXXXXX,585
15195052,10030885,sXXXXXXXXXXXX,727,FXXXXX,FXXXXX,31,8,112024.3,2,1,0,41234.68,0,0,5,PXXXXXXX,899
14086215,6315526,sXXXXXXXXXXXX,789,SXXXX,MXXX,43,9,0.0,2,1,0,115000.94,0,0,2,PXXXXXXX,770
11289924,2607184,sXXXXXXXXXXXX,568,SXXXX,FXXXXX,46,9,87.82,2,1,0,91219.28,0,0,1,DXXXXXX,450
8374617,7675100,sXXXXXXXXXXXX,659,SXXXX,MXXX,38,8,722.14,1,1,0,109864.02,0,0,2,PXXXXXXX,780
9238829,13262340,sXXXXXXXXXXXX,597,SXXXX,FXXXXX,20,1,130538.1,2,1,0,93322.06,0,0,5,DXXXXXX,808
11566528,2352210,sXXXXXXXXXXXX,765,GXXXXXX,FXXXXX,28,5,125111.98,2,1,0,65108.47,0,0,3,SXXXXX,251
11249601,12322837,sXXXXXXXXXXXX,553,GXXXXXX,MXXX,44,9,122015.49,4,1,0,38407.93,1,0,5,DXXXXXX,484
10271546,15318829,sXXXXXXXXXXXX,671,SXXXX,FXXXXX,39,5,117992.79,1,0,0,118829.45,1,0,4,GXXX,296
6305510,14541543,sXXXXXXXXXXXX,639,SXXXX,MXXX,26,3,0.0,2,0,0,154062.97,0,0,4,SXXXXX,332
1098718,143079,sXXXXXXXXXXXX,570,FXXXXX,FXXXXX,34,5,119722.16,1,1,0,31350.69,0,0,4,PXXXXXXX,444
6884451,13833415,sXXXXXXXXXXXX,525,GXXXXXX,MXXX,45,5,145166.24,1,1,0,78374.45,1,0,4,DXXXXXX,668
3005979,1995585,sXXXXXXXXXXXX,528,FXXXXX,FXXXXX,49,2,115364.6,3,1,0,179021.69,1,0,4,PXXXXXXX,425
5688323,12701485,sXXXXXXXXXXXX,603,FXXXXX,FXXXXX,30,9,139481.98,2,1,0,52199.43,0,0,2,PXXXXXXX,878
9972120,2927102,sXXXXXXXXXXXX,582,SXXXX,FXXXXX,26,5,75237.48,1,0,0,28082.45,0,0,4,DXXXXXX,770
13810700,3342268,sXXXXXXXXXXXX,662,SXXXX,MXXX,24,2,0.0,2,1,0,7194.56,0,0,3,DXXXXXX,866
14312956,2317670,sXXXXXXXXXXXX,734,GXXXXXX,FXXXXX,46,3,94846.14,1,1,0,118624.32,0,0,2,DXXXXXX,578
7212361,10285949,sXXXXXXXXXXXX,661,SXXXX,FXXXXX,33,5,105472.78,2,0,0,66985.31,0,0,2,PXXXXXXX,838
13499120,13894748,sXXXXXXXXXXXX,748,GXXXXXX,MXXX,56,10,83211.01,1,0,0,106381.79,1,0,1,DXXXXXX,542
9746175,2574625,sXXXXXXXXXXXX,702,SXXXX,FXXXXX,31,5,112133.82,1,0,0,35771.84,0,0,3,GXXX,635
8041565,9952532,sXXXXXXXXXXXX,590,SXXXX,FXXXXX,28,5,157788.98,1,1,0,102188.97,0,0,4,GXXX,746
10842861,4449719,sXXXXXXXXXXXX,644,SXXXX,FXXXXX,28,1,102251.12,2,1,0,144985.79,0,0,3,DXXXXXX,601
10434812,7723956,sXXXXXXXXXXXX,763,SXXXX,FXXXXX,36,6,142197.09,2,0,0,19229.12,0,0,4,DXXXXXX,586
7706618,5280345,sXXXXXXXXXXXX,675,SXXXX,FXXXXX,48,10,62.92,2,0,0,25962.62,1,0,5,DXXXXXX,305
16665005,6906946,sXXXXXXXXXXXX,621,SXXXX,FXXXXX,30,6,102939.85,1,0,0,146988.27,0,0,2,PXXXXXXX,849
6883241,2121924,sXXXXXXXXXXXX,535,FXXXXX,FXXXXX,40,9,0.0,2,1,0,44591.4,0,0,4,PXXXXXXX,813
9212246,14732885,sXXXXXXXXXXXX,691,SXXXX,FXXXXX,28,5,1631.28,2,1,0,78981.04,0,0,3,DXXXXXX,538
663823,8775898,sXXXXXXXXXXXX,640,GXXXXXX,FXXXXX,69,3,125444.06,1,0,0,112667.11,1,0,1,PXXXXXXX,856
7686546,10438119,sXXXXXXXXXXXX,672,FXXXXX,FXXXXX,37,8,116419.46,3,0,0,74632.51,1,0,2,GXXX,845
503262,15700626,sXXXXXXXXXXXX,778,SXXXX,MXXX,38,5,94379.52,1,1,0,25075.32,1,0,3,PXXXXXXX,566
12279000,3344647,sXXXXXXXXXXXX,594,GXXXXXX,FXXXXX,63,5,148141.32,1,0,0,47092.39,0,0,3,PXXXXXXX,447
6540826,15042741,sXXXXXXXXXXXX,785,GXXXXXX,FXXXXX,55,5,118486.1,1,1,0,100942.38,0,0,1,GXXX,577
3315689,7257454,sXXXXXXXXXXXX,744,SXXXX,MXXX,63,2,167971.72,2,1,0,76408.87,0,0,3,PXXXXXXX,279
7974890,9789894,sXXXXXXXXXXXX,562,SXXXX,MXXX,41,3,0.0,3,0,0,62451.5,1,0,3,PXXXXXXX,685
8287872,634790,sXXXXXXXXXXXX,646,GXXXXXX,FXXXXX,47,8,128070.94,3,1,0,22104.08,1,0,4,GXXX,858
9844716,13231359,sXXXXXXXXXXXX,606,GXXXXXX,MXXX,58,8,101795.27,1,0,0,132943.16,1,0,3,DXXXXXX,443
15214704,10914877,sXXXXXXXXXXXX,638,GXXXXXX,FXXXXX,40,2,86033.16,1,1,0,59887.32,0,0,4,DXXXXXX,901
6187019,1274712,sXXXXXXXXXXXX,560,GXXXXXX,FXXXXX,40,4,103240.83,1,0,0,77837.88,0,0,5,DXXXXXX,533
11344811,10705967,sXXXXXXXXXXXX,511,FXXXXX,MXXX,51,3,135939.94,2,1,0,34315.81,0,0,3,PXXXXXXX,931
5843602,358039,sXXXXXXXXXXXX,513,FXXXXX,MXXX,27,8,126.86,2,0,0,142534.7,0,0,4,PXXXXXXX,328
7564376,11256385,sXXXXXXXXXXXX,694,SXXXX,FXXXXX,30,10,109411.27,1,1,0,77242.44,0,0,2,SXXXXX,415
13286214,11812900,sXXXXXXXXXXXX,743,GXXXXXX,FXXXXX,49,3,100792.47,2,0,0,49888.19,0,0,2,DXXXXXX,417
10728591,2682315,sXXXXXXXXXXXX,558,FXXXXX,MXXX,32,9,487.15,2,1,0,192389.45,0,0,5,GXXX,803
2609131,7203368,sXXXXXXXXXXXX,630,SXXXX,FXXXXX,23,3,1841.68,2,1,0,64793.16,0,0,3,DXXXXXX,777
6652878,9979728,sXXXXXXXXXXXX,633,GXXXXXX,FXXXXX,62,9,134743.95,2,1,0,111309.35,1,0,5,SXXXXX,257
8622557,15715782,sXXXXXXXXXXXX,607,SXXXX,FXXXXX,28,6,354.93,2,0,0,95791.76,0,0,2,PXXXXXXX,910
1115534,7697767,sXXXXXXXXXXXX,715,FXXXXX,FXXXXX,40,2,152616.75,1,1,0,17524.15,1,0,4,PXXXXXXX,258
9673652,11780310,sXXXXXXXXXXXX,541,SXXXX,MXXX,25,4,142304.68,2,1,0,95517.23,0,0,3,DXXXXXX,802
7786294,5105315,sXXXXXXXXXXXX,849,SXXXX,MXXX,36,9,435.08,2,1,0,55346.55,0,0,3,SXXXXX,796
13390983,12710392,sXXXXXXXXXXXX,584,SXXXX,FXXXXX,32,6,0.0,2,0,0,164991.9,0,0,3,DXXXXXX,624
9094722,7435283,sXXXXXXXXXXXX,553,FXXXXX,MXXX,31,3,603.26,2,1,0,159483.07,0,0,3,GXXX,303
13138683,13820903,sXXXXXXXXXXXX,753,GXXXXXX,MXXX,70,8,116789.89,1,0,0,36102.46,1,0,2,DXXXXXX,395
10273824,16648410,sXXXXXXXXXXXX,532,SXXXX,MXXX,30,5,1736.33,2,1,0,140556.66,0,0,3,PXXXXXXX,789
13249603,8695769,sXXXXXXXXXXXX,707,GXXXXXX,MXXX,46,1,97708.84,2,0,0,141196.55,0,0,2,GXXX,627
2073924,9222274,sXXXXXXXXXXXX,624,GXXXXXX,FXXXXX,57,8,121323.24,1,1,0,143605.9,1,0,3,PXXXXXXX,703
14474374,830212,sXXXXXXXXXXXX,531,GXXXXXX,FXXXXX,38,7,111597.01,2,1,0,116211.52,1,0,4,DXXXXXX,366
