RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,cluster
1899067,4080970,sdv-pii-mphbi,514,Germany,Female,30,5,109859.8,1,1,0,107661.64,0,0,5,PLATINUM,275,1
9443898,15106271,sdv-pii-z09fi,832,Spain,Female,32,9,116968.2,2,1,0,149727.12,0,0,2,DIAMOND,783,3
10805041,15294508,sdv-pii-hqg4d,516,Germany,Female,47,1,125077.24,1,1,1,98832.21,0,0,3,PLATINUM,1000,1
12894244,13434687,sdv-pii-xkwok,681,Spain,Male,27,5,190.34,2,1,0,62239.61,0,0,3,GOLD,416,0
8459457,846392,sdv-pii-e13bd,708,Spain,Female,21,3,0.0,2,1,0,46700.63,0,0,2,SILVER,528,3
14267944,752005,sdv-pii-68ycf,543,France,Male,30,3,0.0,1,0,0,54510.43,0,0,2,DIAMOND,386,2
11463407,928547,sdv-pii-5my51,682,Germany,Female,46,1,107763.42,1,1,0,185925.54,0,1,3,DIAMOND,595,1
7150688,1019300,sdv-pii-jdyjz,688,Spain,Male,42,8,129316.46,2,0,1,74181.0,0,0,2,PLATINUM,498,0
6248154,4811785,sdv-pii-zp0fu,600,Germany,Female,43,10,153991.95,2,1,0,148221.1,0,0,2,PLATINUM,378,1
1035801,1381331,sdv-pii-o7rui,484,Spain,Male,67,5,1460.29,2,1,1,37007.09,1,1,3,DIAMOND,844,0
4808109,16067397,sdv-pii-98nms,795,France,Male,31,9,121747.56,2,0,0,152937.98,0,0,2,SILVER,394,2
12201861,5767532,sdv-pii-87pau,550,France,Female,22,6,133384.45,1,0,1,153349.59,0,0,5,DIAMOND,337,3
8753201,15634489,sdv-pii-wfrly,540,France,Male,37,3,511.53,1,0,0,66024.89,1,1,4,PLATINUM,482,2
3388289,1275176,sdv-pii-5cdfa,562,Germany,Female,38,10,140928.38,3,0,0,80015.01,1,1,1,PLATINUM,291,4
1170550,11851638,sdv-pii-k83ju,669,Germany,Male,33,5,151567.98,2,1,1,43140.22,0,0,4,DIAMOND,785,1
12376125,4895661,sdv-pii-eibwd,564,Spain,Male,28,9,124037.18,1,1,0,64319.23,0,0,5,PLATINUM,913,0
7837094,2559596,sdv-pii-0sp7b,765,France,Female,49,5,123577.39,1,0,1,43189.9,0,0,5,PLATINUM,864,3
14983512,14421981,sdv-pii-x18wu,634,France,Male,33,0,989.46,2,1,1,151854.07,0,0,3,SILVER,399,2
2716811,1097074,sdv-pii-xubrm,758,France,Female,33,8,0.0,2,1,1,45861.5,0,0,3,DIAMOND,436,3
341193,1618663,sdv-pii-hicuh,522,Germany,Female,24,3,117209.81,1,1,0,18993.68,0,0,3,GOLD,939,1
9430924,11738337,sdv-pii-j73hl,561,France,Male,41,7,346.14,2,1,0,33907.04,0,0,5,SILVER,709,2
4846833,13463950,sdv-pii-4nynm,735,France,Female,45,5,106131.98,2,1,0,186234.22,0,0,5,GOLD,419,3
4971477,8692781,sdv-pii-mj7lh,639,Spain,Female,25,5,0.0,2,1,1,123023.25,0,0,4,DIAMOND,930,3
1384347,8811593,sdv-pii-rakcr,758,Spain,Female,38,8,144413.56,1,1,0,15056.98,1,1,5,PLATINUM,869,4
16775379,5005353,sdv-pii-tl1k1,755,Spain,Male,25,1,0.0,2,0,0,53407.67,0,0,2,GOLD,274,0
363561,542120,sdv-pii-24155,575,Spain,Female,25,1,0.0,2,0,1,52897.91,0,0,1,PLATINUM,484,3
14084390,9655334,sdv-pii-p7hkq,589,Germany,Female,55,8,124003.96,1,0,0,130002.06,1,1,3,DIAMOND,819,4
6791030,1137675,sdv-pii-iwjdc,656,Spain,Female,55,1,108030.72,1,0,1,146623.65,0,0,3,PLATINUM,333,3
4645924,13492758,sdv-pii-v5xwi,548,Spain,Male,36,0,120322.82,1,0,0,59566.93,0,0,5,DIAMOND,640,0
3777297,4069836,sdv-pii-odscl,683,Spain,Male,38,8,136680.01,1,0,1,92645.48,0,0,1,PLATINUM,300,0
10795538,10710682,sdv-pii-sk8uj,499,Germany,Female,47,5,123342.33,2,0,0,138857.53,0,0,3,PLATINUM,253,1
11047387,9538701,sdv-pii-li6rt,717,France,Female,34,4,150989.62,1,1,1,156614.6,0,0,4,PLATINUM,271,3
391778,3324607,sdv-pii-x4n32,555,France,Female,31,9,266.43,2,1,0,26157.03,0,0,5,SILVER,205,3
1448186,13538648,sdv-pii-y9llo,570,Spain,Male,32,8,158428.46,1,1,1,28133.34,0,0,4,PLATINUM,914,0
5212897,1198836,sdv-pii-95p1k,685,Germany,Female,53,3,100578.36,1,1,0,67087.75,0,0,5,DIAMOND,830,1
15874152,893277,sdv-pii-97yrl,766,Spain,Male,20,9,0.0,2,1,0,110234.41,0,0,3,PLATINUM,524,0
12737654,12975553,sdv-pii-eo8xo,632,France,Male,47,8,0.0,2,1,1,158546.68,0,0,2,SILVER,434,2
4599177,4473908,sdv-pii-pa4nk,719,Spain,Male,45,5,121415.24,1,0,0,54364.86,1,1,4,PLATINUM,706,0
1390348,1429711,sdv-pii-q793c,606,France,Male,46,8,0.0,2,0,0,77795.43,0,0,3,SILVER,438,2
2540350,4060019,sdv-pii-51bjy,489,Spain,Female,28,1,295.73,2,1,1,55778.88,0,0,3,PLATINUM,263,3
8211908,47302,sdv-pii-anats,604,France,Female,64,10,119960.6,1,1,0,126597.42,1,1,5,DIAMOND,825,4
7434330,9184881,sdv-pii-y3txm,675,France,Female,35,9,538.13,2,1,1,104095.31,0,0,3,PLATINUM,327,3
6305343,9240284,sdv-pii-qmdhn,676,Spain,Female,40,3,0.0,2,1,0,30767.76,0,0,4,PLATINUM,879,3
9603559,7761946,sdv-pii-mgw3h,789,France,Female,65,8,0.0,4,1,0,116533.09,1,1,3,DIAMOND,756,4
1803026,10244404,sdv-pii-s0kiz,608,Germany,Female,36,5,0.0,2,1,0,135008.41,0,0,2,PLATINUM,582,1
15506062,3068923,sdv-pii-i3kat,642,Spain,Male,32,5,0.0,1,0,0,54083.23,0,0,2,PLATINUM,761,0
4739327,11903144,sdv-pii-11mf6,674,France,Male,52,5,532.77,2,1,1,72478.11,0,0,2,SILVER,538,2
6831179,15781514,sdv-pii-b4bru,583,Spain,Male,38,8,114326.13,1,0,0,64990.69,0,0,5,DIAMOND,478,0
1587659,13960646,sdv-pii-puni4,630,France,Male,33,5,0.0,2,1,0,80972.67,0,0,3,SILVER,867,2
6269128,5622367,sdv-pii-igc25,764,Germany,Female,47,5,119749.12,1,0,0,31293.26,1,1,4,PLATINUM,713,4
1569467,9002107,sdv-pii-ixcm0,556,Germany,Female,37,6,121317.99,3,1,0,165430.03,1,1,4,GOLD,974,4
13943412,9915473,sdv-pii-t4m1g,761,France,Female,37,9,120073.08,2,1,1,148531.08,0,0,1,PLATINUM,284,3
3864119,15254967,sdv-pii-4eo3i,575,France,Male,35,6,0.0,2,1,0,72728.91,0,0,2,SILVER,765,2
5740265,7300201,sdv-pii-hi37f,791,Spain,Male,50,5,125989.23,2,0,0,66091.14,0,0,5,PLATINUM,275,0
15117501,1228060,sdv-pii-ku587,595,France,Male,52,5,89299.97,2,1,1,28461.96,0,1,2,GOLD,841,2
9283073,15296342,sdv-pii-o6alk,849,France,Female,26,7,0.0,1,0,1,169240.44,0,0,4,SILVER,383,3
14397220,8204439,sdv-pii-qtfi1,469,France,Female,41,8,0.0,2,1,0,108192.95,0,0,4,SILVER,509,3
13713910,5042212,sdv-pii-zdhpe,673,Spain,Male,71,2,133645.8,2,1,0,126310.35,1,0,3,GOLD,843,0
3496132,14634576,sdv-pii-ovjwa,801,Spain,Male,54,3,1226.71,2,1,1,127694.17,0,0,2,PLATINUM,283,0
1834147,11142307,sdv-pii-bmjoo,788,Germany,Female,54,8,85821.37,1,1,1,190836.88,0,0,1,DIAMOND,402,1
15004588,8715842,sdv-pii-5jk0r,756,Spain,Male,33,5,1252.58,2,1,0,44997.97,0,0,4,GOLD,783,0
14500691,8783276,sdv-pii-ejnih,521,Spain,Female,31,7,0.0,2,1,0,97585.65,0,0,1,DIAMOND,880,3
420025,14161519,sdv-pii-2qg82,546,Spain,Female,26,1,85938.69,2,1,0,71599.45,0,0,1,PLATINUM,275,3
15983185,261404,sdv-pii-kajyc,566,Germany,Female,72,8,109290.12,1,0,0,147696.72,1,1,4,SILVER,290,4
8375603,10504148,sdv-pii-lxn8n,510,Germany,Female,50,6,140963.22,2,0,1,22062.46,1,1,1,DIAMOND,293,4
16666581,12060404,sdv-pii-fe7bk,799,Spain,Female,41,4,2287.95,2,1,0,11349.1,1,1,5,SILVER,833,4
12105458,4163374,sdv-pii-84pca,619,Germany,Female,67,8,107742.57,1,1,1,181576.47,1,1,2,DIAMOND,657,4
5256422,12602434,sdv-pii-ij9re,770,Germany,Female,32,8,0.0,2,0,0,147879.02,0,0,3,DIAMOND,690,1
14632478,13441165,sdv-pii-oawvy,618,Germany,Male,52,8,133368.51,2,1,1,156938.27,0,0,1,GOLD,406,1
16273919,13695338,sdv-pii-4tpl8,629,Spain,Male,29,6,0.0,2,1,1,30021.75,0,0,3,DIAMOND,540,0
3060589,7689957,sdv-pii-jywj4,603,Spain,Male,47,7,0.0,3,0,1,48909.39,1,1,3,DIAMOND,940,0
14206744,3130006,sdv-pii-fe1mx,616,France,Female,54,5,159554.81,1,0,0,30946.84,1,1,5,PLATINUM,377,4
984257,3780881,sdv-pii-r4xa8,673,Spain,Male,69,6,0.0,2,0,1,94989.01,0,0,1,SILVER,897,0
9225553,7220318,sdv-pii-fn8ig,582,Germany,Female,57,1,127185.7,1,0,1,76052.73,1,1,5,PLATINUM,591,4
15150990,2241135,sdv-pii-rdx7t,543,France,Female,52,8,86467.78,1,0,1,61372.91,1,1,1,GOLD,633,4
1854442,8148605,sdv-pii-sz84m,659,Spain,Female,46,9,0.0,2,0,0,115604.71,0,0,5,PLATINUM,854,3
13195667,6814000,sdv-pii-i1rke,829,France,Female,36,5,85902.89,3,0,1,104879.67,1,1,3,SILVER,481,4
700053,4208366,sdv-pii-wxrbh,543,France,Male,40,2,145130.53,3,1,1,116645.59,1,1,3,PLATINUM,313,2
6800238,9240169,sdv-pii-z2gcb,710,France,Male,54,9,0.0,2,0,0,37906.58,0,0,2,GOLD,879,2
4025234,13307024,sdv-pii-a5cu7,699,Spain,Male,25,1,103235.13,2,1,0,95259.56,0,0,4,PLATINUM,493,0
11042195,3442444,sdv-pii-2seqh,580,Germany,Female,46,4,127256.39,1,1,1,151188.7,0,0,1,PLATINUM,641,1
10737879,15979355,sdv-pii-89rks,795,France,Female,53,6,105527.35,1,1,0,48346.87,1,1,3,PLATINUM,673,4
14296472,11883913,sdv-pii-v3v6h,660,Spain,Female,45,9,103360.54,1,0,0,148951.49,1,1,4,DIAMOND,408,4
12947591,1474878,sdv-pii-jpvkj,564,Germany,Female,51,7,153284.37,2,0,0,125688.51,1,1,4,DIAMOND,282,4
7558920,14683517,sdv-pii-hcp2z,488,France,Male,45,6,146151.93,2,1,1,67469.75,0,0,4,DIAMOND,413,2
4737662,1036945,sdv-pii-ylzrb,596,Spain,Male,31,3,0.0,2,0,0,84520.92,0,0,1,GOLD,326,0
216294,3008509,sdv-pii-qqg2m,485,Spain,Male,45,8,148127.32,3,0,0,134104.44,1,1,1,DIAMOND,419,0
11234892,7454580,sdv-pii-6kkbb,524,France,Female,64,5,116541.12,1,1,0,87913.67,1,1,4,GOLD,305,4
4421609,946726,sdv-pii-erl6k,673,France,Female,49,8,120555.09,3,0,0,126634.52,1,1,4,PLATINUM,881,4
7588759,5807758,sdv-pii-fqwpo,598,Spain,Male,25,9,120902.81,1,0,1,170091.24,0,0,2,DIAMOND,709,0
9655462,341691,sdv-pii-la8pr,597,Spain,Female,27,6,95233.23,1,0,0,57851.0,0,0,5,DIAMOND,678,3
3158954,4155685,sdv-pii-g40b9,543,Germany,Male,45,4,125617.19,1,1,0,34654.46,1,1,2,DIAMOND,988,4
5073834,12319113,sdv-pii-aa7bf,630,France,Female,34,2,0.0,2,1,1,133671.93,0,0,3,SILVER,456,3
16629090,5954648,sdv-pii-gsjut,615,Germany,Male,21,5,112508.52,1,0,0,86742.13,0,0,1,SILVER,615,1
11772308,8444835,sdv-pii-gf4ip,657,Germany,Female,41,6,179885.18,3,1,0,33454.21,1,1,4,PLATINUM,980,4
3874366,9152819,sdv-pii-qncs7,549,Germany,Female,58,5,132669.27,2,0,0,127253.51,0,0,3,DIAMOND,482,1
10093958,9227672,sdv-pii-56imd,506,France,Male,40,0,120139.79,2,1,0,110689.74,0,0,2,GOLD,316,2
15364976,4089002,sdv-pii-1dw3d,712,France,Male,64,6,0.0,2,1,0,100650.8,1,1,2,SILVER,611,2
2100853,3292983,sdv-pii-f4wq6,801,Spain,Female,49,6,89845.1,2,0,1,56593.59,0,0,3,GOLD,483,3
4897230,6232887,sdv-pii-0wbex,528,Spain,Female,35,1,81269.21,1,1,1,135059.3,0,0,5,GOLD,903,3
4668599,955199,sdv-pii-smxum,718,Spain,Male,33,4,0.0,2,1,1,48784.43,0,0,1,DIAMOND,489,0
3789173,12532773,sdv-pii-hzaa5,569,Spain,Female,42,9,149915.51,3,0,1,54170.24,1,1,4,PLATINUM,946,4
5040536,10599735,sdv-pii-qrl9s,571,France,Female,60,1,138741.42,1,1,1,120231.52,0,0,1,PLATINUM,221,3
12730376,13834874,sdv-pii-gffpz,797,Spain,Female,23,5,126842.26,2,1,1,164180.4,0,0,4,GOLD,312,3
2859450,2006779,sdv-pii-2nu3j,590,France,Male,30,8,99352.6,1,0,0,34534.63,0,0,3,PLATINUM,565,2
3259234,15587929,sdv-pii-6nh8l,691,France,Male,29,5,0.0,2,1,1,50147.62,0,0,4,GOLD,294,2
14578204,8785013,sdv-pii-mjdqw,563,Germany,Male,43,5,192.24,1,0,1,145120.38,0,0,4,SILVER,891,1
8851984,6170755,sdv-pii-4npf8,629,Germany,Female,47,5,124720.82,2,0,1,60050.84,0,0,2,GOLD,766,1
647470,6224421,sdv-pii-cr62g,582,Spain,Male,31,5,95936.18,2,1,1,99421.08,0,0,2,GOLD,991,0
2536885,1063539,sdv-pii-aky37,831,France,Male,30,8,122640.1,2,1,1,80875.04,0,0,2,SILVER,803,2
15479091,16769490,sdv-pii-b3jaa,634,Spain,Male,23,3,434.48,1,1,0,74873.63,0,0,1,PLATINUM,823,0
6002312,12249205,sdv-pii-fon1i,601,Germany,Female,35,3,105621.15,2,1,0,69613.69,0,0,1,DIAMOND,242,1
1234401,635810,sdv-pii-ys8i2,537,Germany,Female,56,5,125170.99,1,0,0,21303.54,1,1,4,DIAMOND,914,4
16607507,4711329,sdv-pii-fgcuf,720,France,Female,29,7,129506.13,1,0,1,146398.5,0,0,2,DIAMOND,930,3
2566815,16403409,sdv-pii-e35nh,625,France,Male,36,5,91236.2,2,0,0,35184.0,0,0,3,DIAMOND,619,2
5644178,7462661,sdv-pii-1svkt,580,Spain,Male,23,1,990.05,2,1,0,195446.1,0,0,3,DIAMOND,486,0
7820085,11954045,sdv-pii-m8eg2,529,France,Female,27,7,0.0,2,1,1,99422.61,0,0,5,DIAMOND,514,3
7196234,1505153,sdv-pii-ci37b,799,Spain,Female,32,8,0.0,2,1,0,71239.51,0,0,3,DIAMOND,853,3
14239435,12790901,sdv-pii-pwpac,599,Spain,Female,49,8,748.25,2,0,1,134941.93,0,0,4,PLATINUM,891,3
2575790,11402490,sdv-pii-njove,501,Germany,Female,38,7,141455.66,1,1,0,84551.77,0,0,3,DIAMOND,336,1
9155075,12489332,sdv-pii-lmikb,547,Spain,Female,44,10,114249.33,2,0,1,58163.89,1,1,2,PLATINUM,869,4
9433550,5456240,sdv-pii-tbwci,726,Germany,Female,54,8,113886.47,1,0,0,33596.37,0,0,4,DIAMOND,804,1
13084460,1882290,sdv-pii-nmza1,666,France,Female,67,6,106100.29,1,1,0,181029.19,0,0,2,PLATINUM,513,3
8201988,15168813,sdv-pii-vy7f9,728,Germany,Female,45,7,140547.8,1,0,0,114408.93,1,1,4,GOLD,754,4
7082743,1130000,sdv-pii-34qrv,747,France,Female,51,3,140550.71,1,1,1,158274.64,1,1,3,PLATINUM,582,4
12018529,13748191,sdv-pii-qs32t,536,Spain,Male,30,9,0.0,2,0,0,42698.58,0,0,4,SILVER,284,0
12831368,4069492,sdv-pii-p3pie,559,France,Female,49,3,132658.87,1,0,0,90811.45,0,0,4,SILVER,613,3
1587033,13444261,sdv-pii-8tki7,701,Germany,Male,29,9,137822.0,2,1,0,170668.86,0,0,1,PLATINUM,759,1
3079585,13214523,sdv-pii-z3pea,764,Germany,Female,28,2,78061.24,2,0,0,109642.9,0,0,5,PLATINUM,913,1
9288056,2812119,sdv-pii-towbl,729,Spain,Female,43,5,129309.47,2,1,0,49971.5,0,0,5,SILVER,234,3
11539110,6094020,sdv-pii-vpkqp,571,Spain,Male,50,5,127165.89,1,0,0,70761.31,0,0,1,PLATINUM,903,0
966961,15746802,sdv-pii-2ftzs,534,Spain,Female,32,3,135050.09,1,0,0,85130.89,0,0,2,PLATINUM,383,3
13494025,13315983,sdv-pii-a22xa,676,France,Male,35,4,1477.96,2,1,0,19442.54,1,1,3,DIAMOND,615,2
1447965,145548,sdv-pii-jvngw,652,Germany,Female,50,8,129969.88,3,0,0,54923.4,1,1,3,DIAMOND,765,4
209423,12735756,sdv-pii-fvq81,658,Germany,Female,47,9,127119.43,3,0,0,54740.47,1,1,4,PLATINUM,643,4
3474332,3357034,sdv-pii-bn6rv,571,France,Male,42,8,128229.07,1,0,0,32015.49,0,0,1,DIAMOND,665,2
2227648,10135355,sdv-pii-i58rg,658,Spain,Female,51,7,143378.54,1,0,1,67492.09,0,0,3,SILVER,509,3
12717905,3851057,sdv-pii-2nu6r,499,France,Female,53,2,217.55,2,1,1,102007.39,0,0,4,PLATINUM,455,3
736161,9877727,sdv-pii-l594w,562,France,Female,38,7,154883.82,1,0,1,9947.71,1,1,2,SILVER,834,4
7012232,12185704,sdv-pii-jqrjl,549,France,Female,44,4,119387.92,1,0,0,196472.71,0,0,4,PLATINUM,839,3
16012238,5242901,sdv-pii-id2xv,637,France,Female,47,5,134203.79,3,0,0,161020.26,1,1,4,PLATINUM,863,4
2450458,12651041,sdv-pii-qhdtz,727,France,Female,32,4,138926.46,2,1,0,78803.17,0,0,1,DIAMOND,302,3
7832043,6083472,sdv-pii-bme7u,752,Germany,Female,46,5,122355.82,2,1,0,172323.34,1,1,3,PLATINUM,823,4
8702517,3438058,sdv-pii-az9bl,688,France,Male,54,6,132082.96,2,0,1,11.58,1,1,5,DIAMOND,966,2
11106599,13280142,sdv-pii-5a7fl,536,Germany,Male,42,8,108526.77,1,1,0,32539.21,1,1,5,DIAMOND,884,4
16522634,2440107,sdv-pii-sdcvo,592,Germany,Female,53,6,148342.81,3,1,1,59466.32,1,1,4,GOLD,297,4
14403403,2664894,sdv-pii-dg153,610,Germany,Female,47,10,128827.79,1,1,0,26326.04,1,1,3,SILVER,421,4
73220,9385595,sdv-pii-a8w0n,575,Spain,Female,34,3,139556.27,1,0,1,145677.93,0,0,3,SILVER,420,3
1625781,10531735,sdv-pii-a6sjr,572,France,Female,52,5,111117.35,4,1,0,85332.22,1,1,1,DIAMOND,644,4
13894346,7495267,sdv-pii-zphx0,690,France,Female,32,8,111174.16,2,0,0,138431.13,1,1,2,GOLD,991,4
11848450,10334164,sdv-pii-9dx76,532,Germany,Female,33,8,130902.12,2,0,1,154124.17,0,0,5,PLATINUM,949,1
15491335,10343501,sdv-pii-62yc1,498,France,Male,58,6,0.0,4,0,0,139447.76,1,1,3,SILVER,247,2
2702017,3367,sdv-pii-mgo5i,524,Germany,Male,39,8,85404.43,1,1,1,41172.84,0,0,4,GOLD,406,1
3662360,503285,sdv-pii-v94wn,535,France,Female,36,9,99038.68,2,1,1,169308.05,1,1,4,PLATINUM,450,4
1753847,3175211,sdv-pii-l6lle,572,France,Female,34,8,0.0,2,0,0,102018.45,0,0,2,GOLD,765,3
14063469,10701574,sdv-pii-il8dx,630,France,Female,36,9,131338.78,1,1,1,52222.9,0,0,5,PLATINUM,440,3
2008374,7850911,sdv-pii-32wcw,647,France,Male,59,8,135485.58,3,0,0,66387.49,1,1,3,DIAMOND,330,2
9528457,3297018,sdv-pii-lb71v,752,France,Male,51,6,111157.15,4,1,0,103212.17,1,1,4,SILVER,844,2
4302166,1805889,sdv-pii-8b158,710,Germany,Male,41,8,163459.55,2,0,1,34634.79,1,1,3,GOLD,364,4
5897189,582489,sdv-pii-j592l,587,Spain,Female,28,2,0.0,2,1,0,149058.32,0,0,4,PLATINUM,289,3
8498384,6969266,sdv-pii-vwg0w,729,Spain,Male,45,1,1262.84,1,0,0,120173.27,0,0,3,DIAMOND,577,0
1800278,7319527,sdv-pii-5rlbz,557,Germany,Female,67,8,126288.91,1,0,0,131467.9,0,0,1,SILVER,691,1
10299817,13192460,sdv-pii-olvfp,486,Spain,Male,32,9,0.0,2,0,1,39228.19,0,0,3,PLATINUM,571,0
11368490,2869364,sdv-pii-31dma,575,France,Female,68,9,128598.42,4,0,0,146547.63,1,1,5,DIAMOND,953,4
7521910,10037228,sdv-pii-z9vwn,727,France,Male,37,9,126983.72,2,0,1,8376.94,0,0,2,SILVER,253,2
7537833,3672383,sdv-pii-5soc9,598,Spain,Female,40,3,0.0,2,0,1,31637.27,0,0,4,SILVER,511,3
2119281,12783841,sdv-pii-jap31,610,France,Female,41,8,0.0,2,0,1,50034.41,0,0,1,SILVER,965,3
6144881,1218052,sdv-pii-xiqum,620,Spain,Female,30,5,1105.43,1,1,1,44759.78,0,0,5,GOLD,854,3
2981521,1479680,sdv-pii-9ckmg,791,Germany,Female,30,4,113475.78,1,1,1,194341.47,0,0,3,SILVER,800,1
